Glen Davis,Orlando Magic,5,2012-13,29.1(29.1),0.0(0.0),7.5(7.5),4.8(4.8),0.0(0.0),0.0(0.0),15.0(15.0),20.2(20.2),13.4(13.4),3.7(3.7)
Thaddeus Young,Philadelphia 76ers,9,2012-13,13.7(13.7),1.5(1.5),7.9(7.9),14.8(14.8),0.0(0.0),0.0(0.0),14.2(14.2),10.8(10.8),21.1(21.1),10.5(10.5)
Arron Afflalo,Orlando Magic,0,2012-13,11.6(11.6),11.6(11.6),12.7(12.7),17.0(17.0),12.1(12.1),3.4(3.4),24.4(24.4),0.0(0.0),2.5(2.5),1.1(1.1)
Cole Aldrich,Houston Rockets,9,2012-13,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),23.3(23.3),20.0(20.0),0.0(0.0)
Tayshaun Prince,Memphis Grizzlies,2,2012-13,14.4(14.4),7.7(7.7),7.7(7.7),13.9(13.9),4.4(4.4),4.6(4.6),26.7(26.7),5.1(5.1),6.2(6.2),4.6(4.6)
Toney Douglas,Houston Rockets,4,2012-13,0.0(0.0),13.4(13.4),9.5(9.5),20.1(20.1),4.2(4.2),8.3(8.3),31.4(31.4),0.0(0.0),2.8(2.8),3.0(3.0)
Nikola Pekovic,Minnesota Timberwolves,10,2012-13,40.9(40.9),0.0(0.0),0.0(0.0),4.4(4.4),0.0(0.0),0.0(0.0),0.0(0.0),16.2(16.2),15.0(15.0),18.4(18.4)
Antawn Jamison,Los Angeles Lakers,7,2012-13,4.1(4.1),0.0(0.0),0.0(0.0),9.9(9.9),0.0(0.0),0.0(0.0),35.4(35.4),15.0(15.0),14.4(14.4),11.5(11.5)
JJ Hickson,Portland Trail Blazers,11,2012-13,19.8(19.8),0.0(0.0),3.3(3.3),9.8(9.8),0.0(0.0),0.0(0.0),4.9(4.9),17.8(17.8),18.5(18.5),17.7(17.7)
Rudy Gay,Memphis Grizzlies,12,2012-13,12.8(12.8),15.4(15.4),17.1(17.1),10.3(10.3),7.0(7.0),2.0(2.0),16.4(16.4),2.6(2.6),6.9(6.9),5.2(5.2)
Thabo Sefolosha,Oklahoma City Thunder,4,2012-13,2.3(2.3),1.8(1.8),2.0(2.0),25.1(25.1),2.7(2.7),1.8(1.8),47.8(47.8),0.0(0.0),6.8(6.8),4.1(4.1)
Kevin Garnett,Boston Celtics,5,2012-13,31.0(31.0),0.0(0.0),2.6(2.6),4.7(4.7),2.3(2.3),0.0(0.0),17.9(17.9),21.8(21.8),8.5(8.5),3.5(3.5)
Jonas Jerebko,Detroit Pistons,7,2012-13,3.1(3.1),0.0(0.0),0.0(0.0),14.9(14.9),0.0(0.0),0.0(0.0),32.6(32.6),17.9(17.9),13.1(13.1),9.7(9.7)
Kyle Lowry,Toronto Raptors,3,2012-13,0.0(0.0),36.9(36.9),12.4(12.4),16.3(16.3),3.6(3.6),3.0(3.0),15.7(15.7),0.0(0.0),1.9(1.9),1.4(1.4)
Tobias Harris,Milwaukee Bucks,2,2012-13,9.8(9.8),0.0(0.0),7.0(7.0),13.3(13.3),0.0(0.0),0.0(0.0),26.6(26.6),0.0(0.0),11.9(11.9),8.4(8.4)
Derrick Favors,Utah Jazz,11,2012-13,28.5(28.5),0.0(0.0),4.3(4.3),6.8(6.8),0.0(0.0),0.0(0.0),6.9(6.9),11.8(11.8),17.0(17.0),16.0(16.0)
Andre Miller,Denver Nuggets,3,2012-13,11.2(11.2),30.1(30.1),17.5(17.5),13.5(13.5),0.0(0.0),0.0(0.0),11.0(11.0),0.0(0.0),3.4(3.4),2.3(2.3)
Bradley Beal,Washington Wizards,0,2012-13,0.0(0.0),16.5(16.5),5.7(5.7),19.7(19.7),18.3(18.3),5.0(5.0),23.6(23.6),0.0(0.0),3.6(3.6),2.5(2.5)
Lou Amundson,New Orleans Pelicans,6,2012-13,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),17.9(17.9),23.2(23.2),25.0(25.0)
DeAndre Jordan,Los Angeles Clippers,11,2012-13,25.5(25.5),0.0(0.0),0.0(0.0),13.1(13.1),0.0(0.0),0.0(0.0),0.0(0.0),7.4(7.4),22.7(22.7),18.9(18.9)
Alexey Shved,Minnesota Timberwolves,3,2012-13,0.0(0.0),33.5(33.5),12.6(12.6),12.3(12.3),4.5(4.5),2.5(2.5),22.7(22.7),0.0(0.0),2.6(2.6),2.8(2.8)
Mike Scott,Atlanta Hawks,11,2012-13,19.8(19.8),0.0(0.0),0.0(0.0),11.5(11.5),0.0(0.0),0.0(0.0),7.8(7.8),12.0(12.0),22.9(22.9),15.1(15.1)
Brook Lopez,Brooklyn Nets,11,2012-13,29.9(29.9),0.0(0.0),4.5(4.5),5.7(5.7),0.0(0.0),0.0(0.0),7.8(7.8),13.3(13.3),22.6(22.6),11.2(11.2)
Samuel Dalembert,Milwaukee Bucks,6,2012-13,13.0(13.0),0.0(0.0),0.0(0.0),6.2(6.2),0.0(0.0),0.0(0.0),7.7(7.7),18.9(18.9),19.2(19.2),22.3(22.3)
Will Barton,Portland Trail Blazers,8,2012-13,0.0(0.0),17.8(17.8),9.5(9.5),21.9(21.9),4.3(4.3),0.0(0.0),18.8(18.8),0.0(0.0),10.1(10.1),7.0(7.0)
Tiago Splitter,San Antonio Spurs,11,2012-13,16.7(16.7),0.0(0.0),1.5(1.5),10.7(10.7),0.0(0.0),0.0(0.0),1.8(1.8),24.5(24.5),25.7(25.7),10.7(10.7)
Jason Collins,Boston Celtics,6,2012-13,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),34.0(34.0),0.0(0.0)
Eric Bledsoe,Los Angeles Clippers,3,2012-13,0.0(0.0),30.6(30.6),10.9(10.9),21.0(21.0),2.4(2.4),3.9(3.9),12.6(12.6),0.0(0.0),6.7(6.7),5.1(5.1)
Damien Wilkins,Philadelphia 76ers,2,2012-13,9.7(9.7),9.2(9.2),6.8(6.8),24.9(24.9),2.4(2.4),7.5(7.5),24.9(24.9),2.4(2.4),3.4(3.4),3.4(3.4)
Joe Johnson,Brooklyn Nets,12,2012-13,15.5(15.5),5.2(5.2),27.5(27.5),7.1(7.1),11.6(11.6),0.0(0.0),24.2(24.2),1.6(1.6),1.1(1.1),1.8(1.8)
Metta World Peace,Los Angeles Lakers,2,2012-13,10.3(10.3),5.2(5.2),16.3(16.3),13.1(13.1),0.0(0.0),2.2(2.2),35.4(35.4),1.9(1.9),2.8(2.8),5.6(5.6)
Zaza Pachulia,Atlanta Hawks,11,2012-13,18.8(18.8),0.0(0.0),0.0(0.0),6.7(6.7),0.0(0.0),0.0(0.0),10.6(10.6),14.3(14.3),18.8(18.8),16.5(16.5)
Jamal Crawford,Los Angeles Clippers,12,2012-13,1.3(1.3),14.5(14.5),25.8(25.8),13.8(13.8),12.4(12.4),3.7(3.7),21.8(21.8),0.0(0.0),1.9(1.9),0.0(0.0)
Andre Drummond,Detroit Pistons,6,2012-13,4.7(4.7),0.0(0.0),2.1(2.1),9.6(9.6),0.0(0.0),0.0(0.0),0.0(0.0),17.9(17.9),24.7(24.7),27.5(27.5)
Kosta Koufos,Denver Nuggets,6,2012-13,5.3(5.3),0.0(0.0),0.0(0.0),13.4(13.4),0.0(0.0),0.0(0.0),3.3(3.3),14.4(14.4),36.0(36.0),19.5(19.5)
Andrew  Bogut,Golden State Warriors,11,2012-13,29.7(29.7),0.0(0.0),4.7(4.7),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),9.3(9.3),18.6(18.6),18.2(18.2)
Louis Williams,Atlanta Hawks,3,2012-13,0.0(0.0),39.4(39.4),8.5(8.5),17.3(17.3),7.4(7.4),2.8(2.8),15.7(15.7),0.0(0.0),1.8(1.8),0.0(0.0)
Tayshaun Prince,Detroit Pistons,2,2012-13,13.5(13.5),13.4(13.4),8.7(8.7),12.0(12.0),7.3(7.3),5.0(5.0),19.6(19.6),3.6(3.6),7.8(7.8),3.6(3.6)
Nikola Vucevic,Orlando Magic,11,2012-13,19.4(19.4),0.0(0.0),2.4(2.4),3.3(3.3),0.0(0.0),0.0(0.0),12.2(12.2),18.6(18.6),17.2(17.2),17.6(17.6)
Damian Lillard,Portland Trail Blazers,3,2012-13,0.0(0.0),42.8(42.8),15.7(15.7),12.2(12.2),3.4(3.4),4.5(4.5),13.2(13.2),0.0(0.0),2.2(2.2),0.6(0.6)
Mike Dunleavy,Milwaukee Bucks,0,2012-13,0.0(0.0),5.9(5.9),3.1(3.1),18.5(18.5),20.7(20.7),5.1(5.1),30.6(30.6),1.8(1.8),4.0(4.0),2.6(2.6)
Luol Deng,Chicago Bulls,2,2012-13,6.7(6.7),8.9(8.9),7.2(7.2),11.5(11.5),11.5(11.5),4.5(4.5),22.8(22.8),3.4(3.4),10.7(10.7),7.8(7.8)
Enes Kanter,Utah Jazz,11,2012-13,29.3(29.3),0.0(0.0),2.1(2.1),10.3(10.3),0.0(0.0),0.0(0.0),8.1(8.1),10.3(10.3),11.8(11.8),20.5(20.5)
Marreese Speights,Memphis Grizzlies,9,2012-13,10.8(10.8),0.0(0.0),5.9(5.9),7.5(7.5),0.0(0.0),0.0(0.0),15.4(15.4),13.7(13.7),20.6(20.6),18.6(18.6)
CJ Miles,Cleveland Cavaliers,0,2012-13,0.0(0.0),13.4(13.4),4.8(4.8),15.1(15.1),10.4(10.4),16.0(16.0),31.5(31.5),0.0(0.0),2.2(2.2),2.2(2.2)
DeAndre Liggins,Oklahoma City Thunder,7,2012-13,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),30.9(30.9),0.0(0.0),23.5(23.5),0.0(0.0)
Kyle Singler,Detroit Pistons,4,2012-13,2.4(2.4),5.8(5.8),3.2(3.2),20.5(20.5),7.2(7.2),6.1(6.1),30.5(30.5),0.0(0.0),8.8(8.8),7.4(7.4)
Paul George,Indiana Pacers,12,2012-13,5.7(5.7),15.8(15.8),12.1(12.1),17.6(17.6),13.0(13.0),3.5(3.5),15.6(15.6),1.0(1.0),5.6(5.6),3.1(3.1)
Kobe Bryant,Los Angeles Lakers,12,2012-13,13.1(13.1),20.5(20.5),28.3(28.3),11.5(11.5),4.2(4.2),3.0(3.0),9.3(9.3),0.6(0.6),3.3(3.3),1.7(1.7)
Zach Randolph,Memphis Grizzlies,10,2012-13,44.0(44.0),0.0(0.0),7.5(7.5),4.2(4.2),0.0(0.0),0.0(0.0),4.3(4.3),4.8(4.8),10.0(10.0),17.6(17.6)
Michael Kidd-Gilchrist,Charlotte Hornets,2,2012-13,10.6(10.6),6.4(6.4),15.5(15.5),19.8(19.8),2.0(2.0),1.4(1.4),22.1(22.1),2.0(2.0),10.2(10.2),6.4(6.4)
Luis Scola,Phoenix Suns,5,2012-13,18.0(18.0),0.0(0.0),2.7(2.7),7.6(7.6),5.1(5.1),0.0(0.0),23.8(23.8),17.0(17.0),10.2(10.2),8.4(8.4)
Aron Baynes,San Antonio Spurs,11,2012-13,26.0(26.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),20.0(20.0),22.0(22.0),0.0(0.0)
John Jenkins,Atlanta Hawks,0,2012-13,0.0(0.0),9.7(9.7),5.8(5.8),23.3(23.3),19.7(19.7),0.0(0.0),28.1(28.1),0.0(0.0),3.1(3.1),0.0(0.0)
Kevin Jones,Cleveland Cavaliers,6,2012-13,0.0(0.0),0.0(0.0),0.0(0.0),9.2(9.2),0.0(0.0),0.0(0.0),16.0(16.0),11.8(11.8),27.7(27.7),21.0(21.0)
Kevin Martin,Oklahoma City Thunder,2,2012-13,1.2(1.2),5.6(5.6),20.2(20.2),15.2(15.2),10.6(10.6),7.8(7.8),28.2(28.2),0.0(0.0),5.7(5.7),1.5(1.5)
Anderson Varejao,Cleveland Cavaliers,9,2012-13,3.7(3.7),0.0(0.0),4.8(4.8),7.5(7.5),0.0(0.0),0.0(0.0),11.0(11.0),28.1(28.1),16.3(16.3),18.4(18.4)
Rodney Stuckey,Detroit Pistons,12,2012-13,6.6(6.6),22.5(22.5),13.2(13.2),15.7(15.7),4.9(4.9),7.8(7.8),16.7(16.7),0.0(0.0),5.0(5.0),2.2(2.2)
Will Bynum,Detroit Pistons,3,2012-13,0.0(0.0),46.4(46.4),13.4(13.4),17.9(17.9),0.0(0.0),1.8(1.8),11.6(11.6),0.0(0.0),2.4(2.4),1.4(1.4)
Nene Hilario,Washington Wizards,10,2012-13,39.9(39.9),0.0(0.0),6.5(6.5),7.9(7.9),0.0(0.0),0.0(0.0),4.9(4.9),15.9(15.9),14.8(14.8),4.6(4.6)
Michael Beasley,Phoenix Suns,12,2012-13,8.3(8.3),12.5(12.5),19.0(19.0),8.8(8.8),4.7(4.7),6.2(6.2),23.4(23.4),5.2(5.2),2.4(2.4),4.0(4.0)
Jermaine ONeal,Phoenix Suns,10,2012-13,44.0(44.0),0.0(0.0),4.0(4.0),2.6(2.6),0.0(0.0),0.0(0.0),6.3(6.3),8.9(8.9),14.3(14.3),12.1(12.1)
Alan Anderson,Toronto Raptors,8,2012-13,3.8(3.8),15.6(15.6),15.9(15.9),10.4(10.4),7.0(7.0),2.5(2.5),35.3(35.3),0.0(0.0),1.6(1.6),1.7(1.7)
Brendan Haywood,Charlotte Hornets,11,2012-13,30.9(30.9),0.0(0.0),0.0(0.0),4.0(4.0),0.0(0.0),0.0(0.0),4.7(4.7),6.7(6.7),20.1(20.1),21.5(21.5)
Darren Collison,Dallas Mavericks,3,2012-13,0.0(0.0),31.0(31.0),8.4(8.4),29.2(29.2),0.0(0.0),4.3(4.3),13.9(13.9),0.0(0.0),3.0(3.0),1.3(1.3)
Norris Cole,Miami Heat,8,2012-13,0.0(0.0),29.0(29.0),9.2(9.2),17.1(17.1),2.5(2.5),0.0(0.0),32.2(32.2),0.0(0.0),2.1(2.1),0.0(0.0)
Quincy Acy,Toronto Raptors,9,2012-13,0.0(0.0),0.0(0.0),0.0(0.0),10.2(10.2),0.0(0.0),0.0(0.0),16.7(16.7),20.4(20.4),16.7(16.7),14.8(14.8)
Chris Kaman,Dallas Mavericks,5,2012-13,27.3(27.3),0.0(0.0),2.7(2.7),4.3(4.3),2.8(2.8),0.0(0.0),13.3(13.3),19.7(19.7),15.0(15.0),9.0(9.0)
Arnett Moultrie,Philadelphia 76ers,6,2012-13,7.9(7.9),0.0(0.0),0.0(0.0),6.1(6.1),0.0(0.0),0.0(0.0),11.6(11.6),14.0(14.0),23.2(23.2),27.4(27.4)
Slava Kravtsov,Detroit Pistons,6,2012-13,14.9(14.9),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),18.9(18.9),25.7(25.7),21.6(21.6)
Jonas Valanciunas,Toronto Raptors,11,2012-13,26.7(26.7),0.0(0.0),2.6(2.6),4.2(4.2),0.0(0.0),0.0(0.0),6.6(6.6),19.9(19.9),15.3(15.3),15.7(15.7)
Avery Bradley,Boston Celtics,8,2012-13,0.0(0.0),26.4(26.4),6.3(6.3),21.7(21.7),2.5(2.5),2.6(2.6),25.7(25.7),0.0(0.0),6.8(6.8),2.6(2.6)
DeMar DeRozan,Toronto Raptors,12,2012-13,11.0(11.0),14.2(14.2),15.6(15.6),11.6(11.6),15.9(15.9),3.8(3.8),18.8(18.8),0.0(0.0),3.3(3.3),1.3(1.3)
Anthony Randolph,Denver Nuggets,9,2012-13,0.0(0.0),0.0(0.0),8.1(8.1),26.7(26.7),0.0(0.0),0.0(0.0),8.1(8.1),15.7(15.7),19.2(19.2),8.1(8.1)
Carlos Boozer,Chicago Bulls,5,2012-13,34.3(34.3),0.0(0.0),3.9(3.9),3.5(3.5),1.3(1.3),0.0(0.0),11.4(11.4),15.3(15.3),16.2(16.2),8.1(8.1)
Trevor Ariza,Washington Wizards,4,2012-13,4.3(4.3),8.0(8.0),5.3(5.3),23.8(23.8),3.0(3.0),2.7(2.7),36.8(36.8),1.8(1.8),4.8(4.8),3.2(3.2)
Andrew Nicholson,Orlando Magic,5,2012-13,28.8(28.8),0.0(0.0),1.8(1.8),3.3(3.3),0.0(0.0),0.0(0.0),19.7(19.7),18.9(18.9),12.3(12.3),8.2(8.2)
Nazr Mohammed,Chicago Bulls,11,2012-13,18.3(18.3),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),8.9(8.9),17.0(17.0),25.0(25.0),19.2(19.2)
Ryan Anderson,New Orleans Pelicans,7,2012-13,8.3(8.3),0.0(0.0),10.5(10.5),8.4(8.4),10.2(10.2),3.5(3.5),28.6(28.6),13.1(13.1),3.9(3.9),8.9(8.9)
Emeka Okafor,Washington Wizards,11,2012-13,28.7(28.7),0.0(0.0),0.0(0.0),4.5(4.5),0.0(0.0),0.0(0.0),6.8(6.8),21.1(21.1),20.6(20.6),10.0(10.0)
Greg Monroe,Detroit Pistons,5,2012-13,27.9(27.9),0.0(0.0),10.3(10.3),6.2(6.2),1.0(1.0),0.8(0.8),7.3(7.3),16.7(16.7),11.4(11.4),11.3(11.3)
Jrue Holiday,Philadelphia 76ers,3,2012-13,1.9(1.9),38.0(38.0),18.8(18.8),11.7(11.7),3.7(3.7),8.1(8.1),7.7(7.7),0.0(0.0),2.6(2.6),2.0(2.0)
Perry Jones,Oklahoma City Thunder,9,2012-13,10.9(10.9),0.0(0.0),9.2(9.2),8.4(8.4),0.0(0.0),0.0(0.0),17.6(17.6),15.1(15.1),18.5(18.5),0.0(0.0)
Ed Davis,Toronto Raptors,11,2012-13,18.0(18.0),0.0(0.0),2.8(2.8),5.6(5.6),0.0(0.0),0.0(0.0),10.3(10.3),14.5(14.5),27.8(27.8),14.3(14.3)
Aaron Brooks,Sacramento Kings,3,2012-13,0.0(0.0),33.2(33.2),19.7(19.7),15.1(15.1),0.0(0.0),2.9(2.9),17.4(17.4),0.0(0.0),3.9(3.9),0.0(0.0)
PJ Tucker,Phoenix Suns,2,2012-13,6.0(6.0),3.1(3.1),4.9(4.9),28.5(28.5),0.0(0.0),0.0(0.0),26.0(26.0),0.0(0.0),10.8(10.8),12.5(12.5)
Taj Gibson,Chicago Bulls,11,2012-13,17.5(17.5),0.0(0.0),2.6(2.6),6.5(6.5),0.0(0.0),0.0(0.0),12.5(12.5),16.3(16.3),23.7(23.7),13.0(13.0)
Ersan Ilyasova,Milwaukee Bucks,7,2012-13,4.1(4.1),0.0(0.0),2.2(2.2),8.6(8.6),4.5(4.5),0.0(0.0),25.9(25.9),25.8(25.8),10.5(10.5),11.7(11.7)
Luc Mbah a Moute,Milwaukee Bucks,7,2012-13,17.8(17.8),0.0(0.0),5.0(5.0),8.8(8.8),2.4(2.4),2.4(2.4),31.5(31.5),5.6(5.6),10.8(10.8),9.8(9.8)
Lance  Stephenson,Indiana Pacers,2,2012-13,2.2(2.2),13.1(13.1),11.9(11.9),24.7(24.7),7.8(7.8),3.0(3.0),20.0(20.0),0.0(0.0),7.3(7.3),3.6(3.6)
Chase Budinger,Minnesota Timberwolves,0,2012-13,0.0(0.0),0.0(0.0),0.0(0.0),18.4(18.4),27.8(27.8),8.1(8.1),26.5(26.5),0.0(0.0),6.8(6.8),0.0(0.0)
CJ Watson,Brooklyn Nets,4,2012-13,0.0(0.0),15.3(15.3),10.3(10.3),16.4(16.4),6.4(6.4),0.0(0.0),37.0(37.0),0.0(0.0),4.3(4.3),2.7(2.7)
Jeff Taylor,Charlotte Hornets,4,2012-13,0.0(0.0),5.3(5.3),4.5(4.5),24.9(24.9),6.5(6.5),2.9(2.9),37.6(37.6),0.0(0.0),8.2(8.2),5.1(5.1)
Jason Maxiell,Detroit Pistons,9,2012-13,15.3(15.3),0.0(0.0),0.0(0.0),6.5(6.5),0.0(0.0),0.0(0.0),13.4(13.4),18.1(18.1),19.1(19.1),13.9(13.9)
Tyreke Evans,Sacramento Kings,12,2012-13,5.0(5.0),17.8(17.8),22.4(22.4),24.4(24.4),3.2(3.2),2.2(2.2),12.1(12.1),0.0(0.0),4.8(4.8),2.0(2.0)
Gerald Green,Indiana Pacers,0,2012-13,6.3(6.3),7.1(7.1),11.1(11.1),14.4(14.4),14.2(14.2),3.2(3.2),30.0(30.0),0.0(0.0),4.9(4.9),2.2(2.2)
Andrea Bargnani,Toronto Raptors,7,2012-13,14.9(14.9),0.0(0.0),10.2(10.2),7.5(7.5),5.7(5.7),0.0(0.0),35.7(35.7),12.0(12.0),3.3(3.3),2.2(2.2)
John Wall,Washington Wizards,3,2012-13,0.0(0.0),33.4(33.4),19.0(19.0),26.5(26.5),0.0(0.0),1.3(1.3),10.1(10.1),0.0(0.0),1.7(1.7),2.1(2.1)
Udonis Haslem,Miami Heat,9,2012-13,0.0(0.0),0.0(0.0),0.0(0.0),3.8(3.8),0.0(0.0),0.0(0.0),28.2(28.2),20.7(20.7),23.8(23.8),10.7(10.7)
Johan Petro,Atlanta Hawks,9,2012-13,8.6(8.6),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),10.1(10.1),23.7(23.7),25.2(25.2),10.8(10.8)
DeMarcus Cousins,Sacramento Kings,5,2012-13,24.9(24.9),0.0(0.0),15.0(15.0),8.8(8.8),0.0(0.0),0.0(0.0),11.2(11.2),14.5(14.5),6.8(6.8),10.9(10.9)
Gustavo Ayon,Orlando Magic,6,2012-13,7.2(7.2),0.0(0.0),0.0(0.0),9.4(9.4),0.0(0.0),0.0(0.0),10.6(10.6),13.3(13.3),29.4(29.4),10.6(10.6)
Marquis Daniels,Milwaukee Bucks,4,2012-13,5.3(5.3),9.4(9.4),5.0(5.0),18.3(18.3),3.1(3.1),4.3(4.3),34.1(34.1),0.0(0.0),6.5(6.5),7.5(7.5)
Byron Mullens,Charlotte Hornets,5,2012-13,25.2(25.2),0.0(0.0),10.0(10.0),8.5(8.5),1.5(1.5),0.0(0.0),22.7(22.7),12.0(12.0),5.4(5.4),7.3(7.3)
Kenneth Faried,Denver Nuggets,6,2012-13,5.0(5.0),0.0(0.0),2.8(2.8),16.8(16.8),0.0(0.0),0.0(0.0),3.9(3.9),13.5(13.5),28.4(28.4),20.2(20.2)
Aaron Gray,Toronto Raptors,6,2012-13,16.1(16.1),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),17.5(17.5),26.6(26.6),17.5(17.5)
Andray Blatche,Brooklyn Nets,5,2012-13,20.9(20.9),0.0(0.0),17.4(17.4),8.7(8.7),0.0(0.0),0.0(0.0),10.6(10.6),6.1(6.1),17.1(17.1),12.7(12.7)
Elton Brand,Dallas Mavericks,9,2012-13,15.3(15.3),0.0(0.0),5.6(5.6),5.4(5.4),0.0(0.0),0.0(0.0),14.0(14.0),22.3(22.3),16.8(16.8),12.1(12.1)
Ivan Johnson,Atlanta Hawks,9,2012-13,11.5(11.5),0.0(0.0),5.8(5.8),11.5(11.5),0.0(0.0),0.0(0.0),15.2(15.2),16.7(16.7),20.0(20.0),8.1(8.1)
Marcin Gortat,Phoenix Suns,11,2012-13,24.9(24.9),0.0(0.0),3.7(3.7),5.1(5.1),0.0(0.0),0.0(0.0),6.1(6.1),20.0(20.0),18.9(18.9),10.5(10.5)
Khris Middleton,Detroit Pistons,4,2012-13,0.0(0.0),8.6(8.6),0.0(0.0),20.2(20.2),12.3(12.3),0.0(0.0),36.2(36.2),0.0(0.0),6.1(6.1),0.0(0.0)
Pau Gasol,Los Angeles Lakers,5,2012-13,23.0(23.0),2.2(2.2),3.5(3.5),5.2(5.2),0.0(0.0),0.0(0.0),16.6(16.6),20.2(20.2),11.8(11.8),9.8(9.8)
Paul Pierce,Boston Celtics,12,2012-13,9.4(9.4),13.6(13.6),14.9(14.9),13.6(13.6),15.6(15.6),3.9(3.9),17.9(17.9),3.0(3.0),2.1(2.1),2.0(2.0)
Gerald Wallace,Brooklyn Nets,2,2012-13,8.7(8.7),2.6(2.6),6.7(6.7),15.5(15.5),0.0(0.0),2.9(2.9),33.7(33.7),0.0(0.0),12.6(12.6),5.2(5.2)
John Henson,Milwaukee Bucks,11,2012-13,15.9(15.9),0.0(0.0),2.8(2.8),6.5(6.5),0.0(0.0),0.0(0.0),9.8(9.8),15.2(15.2),21.9(21.9),18.9(18.9)
Hasheem Thabeet,Oklahoma City Thunder,6,2012-13,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),16.4(16.4),38.2(38.2),20.0(20.0)
Tristan Thompson,Cleveland Cavaliers,11,2012-13,20.3(20.3),0.0(0.0),12.9(12.9),5.5(5.5),0.0(0.0),0.0(0.0),4.8(4.8),13.2(13.2),19.3(19.3),16.7(16.7)
MarShon Brooks,Brooklyn Nets,12,2012-13,3.1(3.1),17.6(17.6),18.3(18.3),20.9(20.9),4.9(4.9),0.0(0.0),24.3(24.3),0.0(0.0),2.4(2.4),3.8(3.8)
Landry Fields,Toronto Raptors,2,2012-13,0.0(0.0),5.7(5.7),8.5(8.5),13.8(13.8),0.0(0.0),0.0(0.0),23.3(23.3),3.5(3.5),23.7(23.7),7.8(7.8)
Carmelo Anthony,New York Knicks,12,2012-13,20.8(20.8),9.8(9.8),26.4(26.4),7.7(7.7),4.1(4.1),1.4(1.4),15.4(15.4),1.9(1.9),3.0(3.0),5.5(5.5)
Luke Ridnour,Minnesota Timberwolves,3,2012-13,0.0(0.0),32.9(32.9),5.5(5.5),17.1(17.1),9.9(9.9),3.7(3.7),18.1(18.1),0.0(0.0),3.4(3.4),1.6(1.6)
Hamed Haddadi,Phoenix Suns,6,2012-13,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),18.2(18.2),23.2(23.2),23.2(23.2)
Paul Millsap,Utah Jazz,5,2012-13,21.9(21.9),0.0(0.0),8.9(8.9),12.1(12.1),3.0(3.0),0.0(0.0),14.0(14.0),12.0(12.0),13.6(13.6),7.8(7.8)
Josh McRoberts,Orlando Magic,7,2012-13,0.0(0.0),0.0(0.0),7.3(7.3),8.8(8.8),0.0(0.0),0.0(0.0),32.6(32.6),7.3(7.3),18.1(18.1),10.9(10.9)
Corey Brewer,Denver Nuggets,4,2012-13,0.0(0.0),3.6(3.6),4.5(4.5),28.6(28.6),8.7(8.7),5.4(5.4),31.6(31.6),0.0(0.0),7.6(7.6),2.8(2.8)
Ramon Sessions,Charlotte Hornets,8,2012-13,0.0(0.0),26.6(26.6),12.3(12.3),25.6(25.6),2.5(2.5),3.4(3.4),18.3(18.3),0.0(0.0),3.9(3.9),1.1(1.1)
Roy Hibbert,Indiana Pacers,10,2012-13,49.1(49.1),0.0(0.0),1.2(1.2),1.8(1.8),0.0(0.0),0.0(0.0),3.3(3.3),7.7(7.7),9.8(9.8),19.2(19.2)
Mike Conley,Memphis Grizzlies,3,2012-13,0.0(0.0),35.0(35.0),10.7(10.7),16.2(16.2),2.8(2.8),6.9(6.9),18.3(18.3),0.0(0.0),3.0(3.0),0.9(0.9)
Dante Cunningham,Minnesota Timberwolves,7,2012-13,0.0(0.0),0.0(0.0),1.8(1.8),10.6(10.6),0.0(0.0),0.0(0.0),29.0(29.0),24.2(24.2),16.7(16.7),7.4(7.4)
Tony Wroten,Memphis Grizzlies,3,2012-13,0.0(0.0),39.1(39.1),13.3(13.3),10.9(10.9),0.0(0.0),0.0(0.0),10.9(10.9),0.0(0.0),10.2(10.2),0.0(0.0)
Al Farouq Aminu,New Orleans Pelicans,2,2012-13,3.6(3.6),0.0(0.0),6.7(6.7),22.2(22.2),2.2(2.2),3.1(3.1),21.8(21.8),3.9(3.9),16.7(16.7),11.2(11.2)
