Baron Davis,Golden State Warriors,12,2004-05,7.0(7.0),26.8(26.8),31.9(31.9),14.4(14.4),0.0(0.0),0.0(0.0),8.3(8.3),0.0(0.0),0.0(0.0),0.0(0.0)
Damone Brown,Washington Wizards,2,2004-05,0.0(0.0),0.0(0.0),21.9(21.9),17.2(17.2),0.0(0.0),0.0(0.0),21.9(21.9),0.0(0.0),0.0(0.0),0.0(0.0)
Carlos Arroyo,Utah Jazz,8,2004-05,0.0(0.0),29.7(29.7),10.4(10.4),13.5(13.5),14.3(14.3),0.0(0.0),17.8(17.8),0.0(0.0),0.0(0.0),0.0(0.0)
Speedy Claxton,Golden State Warriors,3,2004-05,0.0(0.0),31.0(31.0),23.6(23.6),15.0(15.0),0.0(0.0),0.0(0.0),16.5(16.5),0.0(0.0),0.0(0.0),0.0(0.0)
Willie Green,Philadelphia 76ers,8,2004-05,0.0(0.0),16.2(16.2),17.9(17.9),26.5(26.5),5.1(5.1),0.0(0.0),23.8(23.8),0.0(0.0),0.0(0.0),0.0(0.0)
Earl Watson,Memphis Grizzlies,8,2004-05,0.0(0.0),23.5(23.5),19.0(19.0),20.6(20.6),3.2(3.2),0.0(0.0),22.9(22.9),0.0(0.0),0.0(0.0),0.0(0.0)
Fred Jones,Indiana Pacers,8,2004-05,0.0(0.0),26.6(26.6),22.0(22.0),11.4(11.4),5.7(5.7),0.0(0.0),24.7(24.7),0.0(0.0),0.0(0.0),0.0(0.0)
Kareem Rush,Charlotte Hornets,12,2004-05,0.0(0.0),12.9(12.9),23.9(23.9),15.0(15.0),15.8(15.8),0.0(0.0),25.5(25.5),0.0(0.0),0.0(0.0),0.0(0.0)
Dahntay Jones,Memphis Grizzlies,4,2004-05,0.0(0.0),0.0(0.0),19.3(19.3),12.9(12.9),7.6(7.6),0.0(0.0),42.1(42.1),0.0(0.0),0.0(0.0),0.0(0.0)
Jason Hart,Charlotte Hornets,12,2004-05,0.0(0.0),20.9(20.9),34.5(34.5),12.6(12.6),3.0(3.0),0.0(0.0),18.7(18.7),0.0(0.0),0.0(0.0),0.0(0.0)
DeSagana Diop,Cleveland Cavaliers,5,2004-05,36.4(36.4),0.0(0.0),13.0(13.0),0.0(0.0),0.0(0.0),0.0(0.0),20.8(20.8),0.0(0.0),0.0(0.0),0.0(0.0)
John Salmons,Philadelphia 76ers,8,2004-05,0.0(0.0),17.0(17.0),23.9(23.9),16.1(16.1),0.0(0.0),0.0(0.0),30.7(30.7),0.0(0.0),0.0(0.0),0.0(0.0)
Mike James,Houston Rockets,8,2004-05,0.0(0.0),28.3(28.3),14.7(14.7),15.6(15.6),0.0(0.0),0.0(0.0),32.4(32.4),0.0(0.0),0.0(0.0),0.0(0.0)
Sam Cassell,Minnesota Timberwolves,8,2004-05,8.4(8.4),27.2(27.2),10.9(10.9),18.4(18.4),5.3(5.3),0.0(0.0),20.4(20.4),0.0(0.0),0.0(0.0),0.0(0.0)
Carlos Delfino,Detroit Pistons,2,2004-05,0.0(0.0),0.0(0.0),21.4(21.4),17.5(17.5),0.0(0.0),0.0(0.0),29.4(29.4),0.0(0.0),0.0(0.0),0.0(0.0)
Vince Carter,Toronto Raptors,12,2004-05,14.8(14.8),10.0(10.0),17.6(17.6),16.4(16.4),15.2(15.2),0.0(0.0),17.6(17.6),0.0(0.0),0.0(0.0),0.0(0.0)
Devin Harris,Dallas Mavericks,8,2004-05,0.0(0.0),31.3(31.3),8.3(8.3),19.0(19.0),0.0(0.0),0.0(0.0),25.9(25.9),0.0(0.0),0.0(0.0),0.0(0.0)
Keyon Dooling,Miami Heat,12,2004-05,0.0(0.0),27.1(27.1),25.1(25.1),16.2(16.2),0.0(0.0),0.0(0.0),17.1(17.1),0.0(0.0),0.0(0.0),0.0(0.0)
Devean George,Los Angeles Lakers,1,2004-05,0.0(0.0),0.0(0.0),13.4(13.4),10.9(10.9),0.0(0.0),0.0(0.0),50.4(50.4),0.0(0.0),0.0(0.0),0.0(0.0)
Rasual Butler,Miami Heat,4,2004-05,0.0(0.0),4.3(4.3),11.7(11.7),11.1(11.1),16.3(16.3),0.0(0.0),42.7(42.7),0.0(0.0),0.0(0.0),0.0(0.0)
Jim Jackson,Phoenix Suns,4,2004-05,5.7(5.7),12.8(12.8),6.6(6.6),19.4(19.4),3.4(3.4),0.0(0.0),37.6(37.6),0.0(0.0),0.0(0.0),0.0(0.0)
Damon Jones,Miami Heat,4,2004-05,0.0(0.0),11.3(11.3),6.1(6.1),24.1(24.1),5.8(5.8),0.0(0.0),43.7(43.7),0.0(0.0),0.0(0.0),0.0(0.0)
Marcus Banks,Boston Celtics,12,2004-05,0.0(0.0),19.0(19.0),21.5(21.5),26.1(26.1),0.0(0.0),0.0(0.0),18.2(18.2),0.0(0.0),0.0(0.0),0.0(0.0)
Anthony Goldwire,Milwaukee Bucks,8,2004-05,0.0(0.0),19.0(19.0),12.4(12.4),16.8(16.8),0.0(0.0),0.0(0.0),38.0(38.0),0.0(0.0),0.0(0.0),0.0(0.0)
Sebastian Telfair,Portland Trail Blazers,8,2004-05,0.0(0.0),29.2(29.2),20.0(20.0),17.1(17.1),2.7(2.7),0.0(0.0),21.2(21.2),0.0(0.0),0.0(0.0),0.0(0.0)
Troy Hudson,Minnesota Timberwolves,3,2004-05,0.0(0.0),38.6(38.6),10.5(10.5),14.4(14.4),4.7(4.7),0.0(0.0),23.4(23.4),0.0(0.0),0.0(0.0),0.0(0.0)
Baron Davis,New Orleans Pelicans,12,2004-05,4.6(4.6),24.0(24.0),27.4(27.4),14.3(14.3),6.7(6.7),0.0(0.0),11.2(11.2),0.0(0.0),0.0(0.0),0.0(0.0)
Milt Palacio,Toronto Raptors,8,2004-05,0.0(0.0),31.5(31.5),9.9(9.9),24.8(24.8),0.0(0.0),0.0(0.0),22.7(22.7),0.0(0.0),0.0(0.0),0.0(0.0)
Jannero Pargo,Chicago Bulls,8,2004-05,0.0(0.0),22.8(22.8),17.2(17.2),15.0(15.0),10.9(10.9),0.0(0.0),22.1(22.1),0.0(0.0),0.0(0.0),0.0(0.0)
Steve Blake,Washington Wizards,12,2004-05,0.0(0.0),13.3(13.3),21.7(21.7),17.3(17.3),6.2(6.2),0.0(0.0),24.3(24.3),0.0(0.0),0.0(0.0),0.0(0.0)
Speedy Claxton,New Orleans Pelicans,3,2004-05,0.0(0.0),32.1(32.1),18.3(18.3),13.7(13.7),0.0(0.0),0.0(0.0),15.3(15.3),0.0(0.0),0.0(0.0),0.0(0.0)
Darrell Armstrong,New Orleans Pelicans,8,2004-05,0.0(0.0),23.5(23.5),12.6(12.6),20.2(20.2),0.0(0.0),0.0(0.0),29.4(29.4),0.0(0.0),0.0(0.0),0.0(0.0)
Mike Wilks,San Antonio Spurs,8,2004-05,0.0(0.0),23.8(23.8),15.0(15.0),0.0(0.0),0.0(0.0),0.0(0.0),35.0(35.0),0.0(0.0),0.0(0.0),0.0(0.0)
Jon Barry,Houston Rockets,4,2004-05,0.0(0.0),13.5(13.5),7.7(7.7),27.1(27.1),4.1(4.1),0.0(0.0),36.2(36.2),0.0(0.0),0.0(0.0),0.0(0.0)
Raul Lopez,Utah Jazz,3,2004-05,0.0(0.0),31.4(31.4),10.5(10.5),14.4(14.4),10.5(10.5),0.0(0.0),14.4(14.4),0.0(0.0),0.0(0.0),0.0(0.0)
Rodney White,Golden State Warriors,12,2004-05,17.9(17.9),0.0(0.0),28.6(28.6),19.6(19.6),0.0(0.0),0.0(0.0),17.9(17.9),0.0(0.0),0.0(0.0),0.0(0.0)
Keith McLeod,Utah Jazz,3,2004-05,0.0(0.0),31.6(31.6),18.0(18.0),16.7(16.7),8.2(8.2),0.0(0.0),11.6(11.6),0.0(0.0),0.0(0.0),0.0(0.0)
Eddie Gill,Indiana Pacers,8,2004-05,0.0(0.0),19.8(19.8),18.3(18.3),10.1(10.1),0.0(0.0),0.0(0.0),38.9(38.9),0.0(0.0),0.0(0.0),0.0(0.0)
Malik Allen,Charlotte Hornets,7,2004-05,13.5(13.5),0.0(0.0),10.4(10.4),0.0(0.0),0.0(0.0),0.0(0.0),38.5(38.5),14.6(14.6),0.0(0.0),0.0(0.0)
Cuttino Mobley,Orlando Magic,0,2004-05,7.8(7.8),6.1(6.1),19.1(19.1),20.5(20.5),16.0(16.0),0.0(0.0),23.2(23.2),0.0(0.0),0.0(0.0),0.0(0.0)
Anfernee Hardaway,New York Knicks,4,2004-05,13.3(13.3),5.4(5.4),12.9(12.9),9.0(9.0),9.7(9.7),0.0(0.0),38.5(38.5),0.0(0.0),0.0(0.0),0.0(0.0)
Bryon Russell,Denver Nuggets,1,2004-05,0.0(0.0),4.2(4.2),9.2(9.2),11.5(11.5),5.0(5.0),0.0(0.0),48.9(48.9),0.0(0.0),0.0(0.0),5.3(5.3)
Steve Smith,Charlotte Hornets,12,2004-05,20.0(20.0),4.7(4.7),19.5(19.5),10.2(10.2),10.7(10.7),0.0(0.0),22.3(22.3),0.0(0.0),0.0(0.0),0.0(0.0)
James Jones,Indiana Pacers,1,2004-05,0.0(0.0),0.0(0.0),15.2(15.2),5.7(5.7),9.9(9.9),0.0(0.0),48.6(48.6),0.0(0.0),0.0(0.0),4.3(4.3)
Anthony Carter,Minnesota Timberwolves,8,2004-05,0.0(0.0),16.5(16.5),9.0(9.0),27.0(27.0),0.0(0.0),0.0(0.0),30.5(30.5),0.0(0.0),0.0(0.0),0.0(0.0)
Casey Jacobsen,Phoenix Suns,1,2004-05,0.0(0.0),0.0(0.0),6.5(6.5),16.7(16.7),0.0(0.0),0.0(0.0),53.6(53.6),0.0(0.0),0.0(0.0),0.0(0.0)
Clifford Robinson,Golden State Warriors,7,2004-05,17.6(17.6),0.0(0.0),7.4(7.4),12.2(12.2),0.0(0.0),0.0(0.0),41.9(41.9),9.5(9.5),0.0(0.0),0.0(0.0)
David Wesley,Houston Rockets,4,2004-05,0.0(0.0),5.6(5.6),6.5(6.5),21.3(21.3),12.8(12.8),0.0(0.0),43.5(43.5),0.0(0.0),0.0(0.0),0.0(0.0)
Sasha Vujacic,Los Angeles Lakers,4,2004-05,0.0(0.0),7.5(7.5),9.0(9.0),15.7(15.7),0.0(0.0),0.0(0.0),45.5(45.5),0.0(0.0),0.0(0.0),0.0(0.0)
Antonio Burks,Memphis Grizzlies,8,2004-05,0.0(0.0),19.4(19.4),19.4(19.4),23.9(23.9),0.0(0.0),0.0(0.0),23.9(23.9),0.0(0.0),0.0(0.0),0.0(0.0)
Corey Alexander,Charlotte Hornets,8,2004-05,0.0(0.0),21.4(21.4),23.2(23.2),0.0(0.0),0.0(0.0),0.0(0.0),28.6(28.6),0.0(0.0),0.0(0.0),0.0(0.0)
Jiri Welsch,Cleveland Cavaliers,8,2004-05,0.0(0.0),14.3(14.3),18.6(18.6),17.1(17.1),0.0(0.0),0.0(0.0),25.7(25.7),0.0(0.0),0.0(0.0),0.0(0.0)
Andre Barrett,Houston Rockets,1,2004-05,0.0(0.0),0.0(0.0),18.5(18.5),0.0(0.0),0.0(0.0),0.0(0.0),36.9(36.9),0.0(0.0),0.0(0.0),0.0(0.0)
Moochie Norris,New York Knicks,4,2004-05,0.0(0.0),10.5(10.5),12.6(12.6),12.6(12.6),0.0(0.0),0.0(0.0),41.1(41.1),0.0(0.0),0.0(0.0),0.0(0.0)
Ron Mercer,Brooklyn Nets,1,2004-05,0.0(0.0),0.0(0.0),13.4(13.4),13.4(13.4),0.0(0.0),0.0(0.0),55.9(55.9),0.0(0.0),0.0(0.0),0.0(0.0)
Laron Profit,Washington Wizards,2,2004-05,0.0(0.0),0.0(0.0),19.0(19.0),9.9(9.9),0.0(0.0),0.0(0.0),26.4(26.4),0.0(0.0),0.0(0.0),8.3(8.3)
Lindsey Hunter,Detroit Pistons,4,2004-05,0.0(0.0),11.6(11.6),15.7(15.7),20.6(20.6),2.9(2.9),0.0(0.0),32.6(32.6),0.0(0.0),0.0(0.0),3.5(3.5)
Tyronn Lue,Houston Rockets,8,2004-05,0.0(0.0),30.1(30.1),10.7(10.7),9.7(9.7),0.0(0.0),0.0(0.0),31.1(31.1),0.0(0.0),0.0(0.0),0.0(0.0)
Andre Barrett,Boston Celtics,1,2004-05,0.0(0.0),0.0(0.0),7.8(7.8),13.0(13.0),0.0(0.0),0.0(0.0),48.1(48.1),12.3(12.3),0.0(0.0),0.0(0.0)
Matt Freije,New Orleans Pelicans,1,2004-05,0.0(0.0),0.0(0.0),10.2(10.2),0.0(0.0),0.0(0.0),0.0(0.0),48.0(48.0),0.0(0.0),0.0(0.0),0.0(0.0)
Doug Christie,Orlando Magic,4,2004-05,0.0(0.0),0.0(0.0),12.3(12.3),23.2(23.2),0.0(0.0),0.0(0.0),34.1(34.1),0.0(0.0),0.0(0.0),0.0(0.0)
Fred Hoiberg,Minnesota Timberwolves,1,2004-05,0.0(0.0),4.4(4.4),0.0(0.0),13.2(13.2),14.9(14.9),0.0(0.0),51.4(51.4),0.0(0.0),0.0(0.0),0.0(0.0)
Darrell Armstrong,Dallas Mavericks,8,2004-05,0.0(0.0),31.2(31.2),0.0(0.0),17.7(17.7),0.0(0.0),0.0(0.0),24.8(24.8),0.0(0.0),0.0(0.0),0.0(0.0)
Wesley Person,Miami Heat,0,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),32.0(32.0),0.0(0.0),38.0(38.0),0.0(0.0),0.0(0.0),0.0(0.0)
Anthony Peeler,Washington Wizards,8,2004-05,0.0(0.0),19.3(19.3),0.0(0.0),16.7(16.7),12.7(12.7),0.0(0.0),31.3(31.3),0.0(0.0),0.0(0.0),0.0(0.0)
Wesley Person,Denver Nuggets,4,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),21.9(21.9),20.1(20.1),0.0(0.0),41.4(41.4),0.0(0.0),0.0(0.0),0.0(0.0)
Richie Frahm,Portland Trail Blazers,4,2004-05,0.0(0.0),7.4(7.4),0.0(0.0),16.8(16.8),12.1(12.1),0.0(0.0),45.6(45.6),0.0(0.0),0.0(0.0),0.0(0.0)
Jon Barry,Atlanta Hawks,0,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),25.5(25.5),23.5(23.5),0.0(0.0),33.3(33.3),0.0(0.0),0.0(0.0),0.0(0.0)
Kerry Kittles,Los Angeles Clippers,0,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),17.5(17.5),12.5(12.5),0.0(0.0),28.8(28.8),0.0(0.0),0.0(0.0),0.0(0.0)
Omar Cook,Toronto Raptors,3,2004-05,0.0(0.0),48.1(48.1),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0)
Andre Barrett,Orlando Magic,8,2004-05,0.0(0.0),21.5(21.5),0.0(0.0),21.5(21.5),0.0(0.0),0.0(0.0),36.9(36.9),0.0(0.0),0.0(0.0),0.0(0.0)
Darrick Martin,Los Angeles Clippers,3,2004-05,0.0(0.0),49.0(49.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0)
Randy Livingston,Utah Jazz,1,2004-05,0.0(0.0),19.4(19.4),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),35.5(35.5),0.0(0.0),0.0(0.0),0.0(0.0)
Horace Jenkins,Detroit Pistons,8,2004-05,0.0(0.0),23.9(23.9),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),30.4(30.4),0.0(0.0),0.0(0.0),0.0(0.0)
Rod Strickland,Houston Rockets,8,2004-05,0.0(0.0),30.2(30.2),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),26.4(26.4),0.0(0.0),0.0(0.0),0.0(0.0)
Elden Campbell,Detroit Pistons,10,2004-05,43.5(43.5),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),16.1(16.1),8.9(8.9),0.0(0.0),8.1(8.1)
Aaron Williams,Toronto Raptors,5,2004-05,22.9(22.9),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),20.8(20.8),0.0(0.0),0.0(0.0)
Ron Artest,Indiana Pacers,10,2004-05,39.2(39.2),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0)
Jake Tsakalidis,Memphis Grizzlies,10,2004-05,38.2(38.2),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0)
John Edwards,Indiana Pacers,10,2004-05,43.3(43.3),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0)
Jahidi White,Charlotte Hornets,10,2004-05,64.9(64.9),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0)
Vin Baker,New York Knicks,10,2004-05,31.7(31.7),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0)
ZhiZhi Wang,Miami Heat,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),30.2(30.2),0.0(0.0),0.0(0.0),0.0(0.0)
Walter McCarty,Phoenix Suns,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),11.1(11.1),0.0(0.0),0.0(0.0),56.6(56.6),0.0(0.0),0.0(0.0),0.0(0.0)
Bostjan Nachbar,Houston Rockets,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),52.9(52.9),0.0(0.0),0.0(0.0),0.0(0.0)
Anthony Goldwire,Detroit Pistons,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),55.0(55.0),0.0(0.0),0.0(0.0),0.0(0.0)
Luis Flores,Golden State Warriors,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),39.4(39.4),0.0(0.0),0.0(0.0),0.0(0.0)
Reece Gaines,Milwaukee Bucks,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),52.2(52.2),0.0(0.0),0.0(0.0),0.0(0.0)
Malik Allen,Miami Heat,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),27.5(27.5),0.0(0.0),0.0(0.0),0.0(0.0)
Kevin Ollie,Philadelphia 76ers,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),40.0(40.0),0.0(0.0),0.0(0.0),0.0(0.0)
Billy Thomas,Brooklyn Nets,4,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),21.1(21.1),0.0(0.0),0.0(0.0),51.6(51.6),0.0(0.0),0.0(0.0),0.0(0.0)
Charlie Ward,Houston Rockets,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),46.7(46.7),0.0(0.0),0.0(0.0),0.0(0.0)
Aaron McKie,Philadelphia 76ers,4,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),18.8(18.8),0.0(0.0),0.0(0.0),44.2(44.2),0.0(0.0),0.0(0.0),0.0(0.0)
Dajuan Wagner,Cleveland Cavaliers,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),45.9(45.9),0.0(0.0),0.0(0.0),0.0(0.0)
Mateen Cleaves,Oklahoma City Thunder,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),57.9(57.9),0.0(0.0),0.0(0.0),0.0(0.0)
Mark Jones,Orlando Magic,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),44.1(44.1),0.0(0.0),0.0(0.0),0.0(0.0)
Maciej Lampe,Phoenix Suns,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),40.5(40.5),0.0(0.0),0.0(0.0),0.0(0.0)
Scott Williams,Cleveland Cavaliers,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),37.9(37.9),0.0(0.0),0.0(0.0),0.0(0.0)
Smush Parker,Detroit Pistons,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),30.6(30.6),0.0(0.0),0.0(0.0),0.0(0.0)
Kendall Gill,Milwaukee Bucks,4,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),15.0(15.0),0.0(0.0),0.0(0.0),36.3(36.3),0.0(0.0),0.0(0.0),0.0(0.0)
Jamison Brewer,New York Knicks,4,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),25.5(25.5),0.0(0.0),0.0(0.0),33.3(33.3),0.0(0.0),0.0(0.0),0.0(0.0)
Michael Curry,Indiana Pacers,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),50.0(50.0),0.0(0.0),0.0(0.0),0.0(0.0)
Bo Outlaw,Phoenix Suns,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),26.3(26.3),0.0(0.0),0.0(0.0),0.0(0.0)
Steve Smith,Miami Heat,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),45.2(45.2),0.0(0.0),0.0(0.0),0.0(0.0)
Bruno Sundov,New York Knicks,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),38.2(38.2),0.0(0.0),0.0(0.0),0.0(0.0)
Jermaine Jackson,New York Knicks,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),30.0(30.0),0.0(0.0),0.0(0.0),0.0(0.0)
Alex Garcia,New Orleans Pelicans,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),45.9(45.9),0.0(0.0),0.0(0.0),0.0(0.0)
Nikoloz Tskitishvili,Denver Nuggets,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),31.7(31.7),0.0(0.0),0.0(0.0),0.0(0.0)
Dion Glover,San Antonio Spurs,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),38.5(38.5),0.0(0.0),0.0(0.0),0.0(0.0)
Frank Williams,Chicago Bulls,1,2004-05,0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),37.0(37.0),0.0(0.0),0.0(0.0),0.0(0.0)
Ricky Davis,Boston Celtics,12,2005-06,6.7(6.7),14.4(14.4),17.0(17.0),19.9(19.9),11.9(11.9),3.1(3.1),14.4(14.4),0.0(0.0),1.7(1.7),1.8(1.8)
Lee Nailon,Philadelphia 76ers,2,2005-06,0.0(0.0),0.0(0.0),13.5(13.5),0.0(0.0),0.0(0.0),0.0(0.0),29.2(29.2),0.0(0.0),15.7(15.7),13.5(13.5)
Jason Kidd,Brooklyn Nets,4,2005-06,6.8(6.8),11.6(11.6),10.6(10.6),24.8(24.8),2.5(2.5),1.4(1.4),31.0(31.0),0.0(0.0),1.6(1.6),1.4(1.4)
Zeljko Rebraca,Los Angeles Clippers,10,2005-06,50.4(50.4),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),0.0(0.0),7.4(7.4),0.0(0.0),17.8(17.8),0.0(0.0)
Tony Battie,Orlando Magic,5,2005-06,28.5(28.5),0.0(0.0),4.6(4.6),4.6(4.6),0.0(0.0),0.0(0.0),20.0(20.0),11.3(11.3),9.0(9.0),11.9(11.9)
Keyon Dooling,Orlando Magic,8,2005-06,0.0(0.0),29.3(29.3),19.1(19.1),17.1(17.1),2.7(2.7),3.1(3.1),18.3(18.3),0.0(0.0),2.7(2.7),0.0(0.0)
Laron Profit,Los Angeles Lakers,2,2005-06,0.0(0.0),0.0(0.0),12.5(12.5),17.0(17.0),8.9(8.9),0.0(0.0),23.2(23.2),0.0(0.0),9.8(9.8),0.0(0.0)
Chris Bosh,Toronto Raptors,5,2005-06,34.5(34.5),0.0(0.0),22.0(22.0),5.2(5.2),2.3(2.3),0.0(0.0),9.5(9.5),11.8(11.8),3.6(3.6),7.2(7.2)
Antoine Walker,Miami Heat,2,2005-06,14.7(14.7),0.0(0.0),10.6(10.6),18.7(18.7),2.0(2.0),0.0(0.0),27.9(27.9),7.5(7.5),2.8(2.8),7.1(7.1)
Kevin Garnett,Minnesota Timberwolves,10,2005-06,39.3(39.3),0.0(0.0),15.5(15.5),6.6(6.6),1.9(1.9),0.0(0.0),10.8(10.8),7.8(7.8),4.5(4.5),6.2(6.2)
Shaquille ONeal,Miami Heat,10,2005-06,64.0(64.0),0.0(0.0),0.0(0.0),5.3(5.3),0.0(0.0),0.0(0.0),0.0(0.0),1.5(1.5),11.2(11.2),12.3(12.3)
Brian Cook,Los Angeles Lakers,7,2005-06,8.0(8.0),0.0(0.0),8.5(8.5),10.1(10.1),3.0(3.0),0.0(0.0),36.8(36.8),7.6(7.6),9.3(9.3),9.5(9.5)
Eric Snow,Cleveland Cavaliers,4,2005-06,0.0(0.0),14.0(14.0),15.2(15.2),13.3(13.3),0.0(0.0),0.0(0.0),42.1(42.1),0.0(0.0),5.5(5.5),0.0(0.0)
Brent Barry,San Antonio Spurs,4,2005-06,0.0(0.0),6.6(6.6),5.3(5.3),17.5(17.5),11.2(11.2),4.1(4.1),39.8(39.8),0.0(0.0),3.8(3.8),3.8(3.8)
Tony Parker,San Antonio Spurs,3,2005-06,1.1(1.1),38.2(38.2),12.9(12.9),18.4(18.4),1.9(1.9),2.4(2.4),14.1(14.1),0.0(0.0),4.0(4.0),0.0(0.0)
Luke Ridnour,Oklahoma City Thunder,3,2005-06,0.0(0.0),33.2(33.2),11.9(11.9),21.4(21.4),1.1(1.1),1.1(1.1),19.6(19.6),0.0(0.0),1.7(1.7),1.6(1.6)
Greg Buckner,Denver Nuggets,4,2005-06,0.0(0.0),0.0(0.0),4.5(4.5),20.3(20.3),3.3(3.3),0.0(0.0),44.9(44.9),0.0(0.0),7.4(7.4),0.0(0.0)
Mike Miller,Memphis Grizzlies,0,2005-06,1.4(1.4),15.9(15.9),12.1(12.1),13.1(13.1),14.9(14.9),2.2(2.2),31.1(31.1),0.0(0.0),1.3(1.3),1.8(1.8)
Kobe Bryant,Los Angeles Lakers,12,2005-06,7.9(7.9),14.8(14.8),37.4(37.4),14.7(14.7),4.5(4.5),3.3(3.3),7.6(7.6),0.0(0.0),2.3(2.3),1.7(1.7)
Qyntel Woods,New York Knicks,2,2005-06,0.0(0.0),9.0(9.0),15.2(15.2),18.8(18.8),4.5(4.5),0.0(0.0),25.4(25.4),0.0(0.0),6.9(6.9),6.0(6.0)
Ray Allen,Oklahoma City Thunder,12,2005-06,3.7(3.7),17.1(17.1),20.6(20.6),16.4(16.4),19.8(19.8),2.9(2.9),12.1(12.1),0.0(0.0),0.9(0.9),1.8(1.8)
Dirk Nowitzki,Dallas Mavericks,12,2005-06,14.8(14.8),4.0(4.0),30.1(30.1),9.5(9.5),6.2(6.2),0.7(0.7),17.2(17.2),6.0(6.0),1.8(1.8),3.1(3.1)
