Andres Nocioni_1_Chicago Bulls_0_2004-05,6.0,1.8,10.8,18.2,6.2,1.5,38.1,0.0,4.8,5.4
Jason Richardson_1_Golden State Warriors_0_2004-05,10.4,12.1,19.8,17.6,7.3,2.2,14.3,0.0,5.2,4.0
Lee Nailon_1_New Orleans Pelicans_0_2004-05,10.3,2.6,19.4,12.9,5.4,0.0,22.5,2.8,9.0,8.3
Brian Cook_1_Los Angeles Lakers_0_2004-05,3.0,0.0,10.5,6.2,0.0,0.0,43.3,17.5,5.6,6.7
Danny Fortson_1_Oklahoma City Thunder_0_2004-05,10.8,0.0,0.0,4.9,0.0,0.0,0.0,17.1,24.4,29.3
Zarko Cabarkapa_1_Golden State Warriors_0_2004-05,5.3,0.0,13.5,17.4,0.0,0.0,34.3,0.0,10.1,7.2
Darius Miles_1_Portland Trail Blazers_0_2004-05,12.1,2.1,16.6,23.7,2.7,0.0,18.9,0.0,11.0,4.5
Nick Collison_1_Oklahoma City Thunder_0_2004-05,13.0,0.0,3.3,4.9,0.0,0.0,11.1,14.1,26.9,22.0
Tyson Chandler_1_Chicago Bulls_0_2004-05,17.9,0.0,4.0,7.5,0.0,0.0,6.4,12.6,17.5,24.0
Darius Songaila_1_Sacramento Kings_0_2004-05,8.8,0.0,9.3,6.3,2.3,0.0,22.5,17.9,12.8,13.1
Jiri Welsch_1_Boston Celtics_0_2004-05,0.0,9.6,7.0,22.5,9.3,0.0,35.4,0.0,4.2,0.0
Scot Pollard_1_Indiana Pacers_0_2004-05,9.7,0.0,0.0,0.0,0.0,0.0,22.6,18.1,19.4,19.4
Grant Hill_1_Orlando Magic_0_2004-05,6.0,5.6,29.7,24.8,9.2,1.2,13.8,0.0,2.7,3.1
Ben Wallace_1_Detroit Pistons_0_2004-05,24.0,0.0,8.6,8.3,0.0,0.0,9.1,7.6,23.5,11.5
Corey Maggette_1_Los Angeles Clippers_0_2004-05,8.4,5.5,17.6,13.8,12.6,3.8,21.0,0.0,5.5,3.6
Trenton Hassell_1_Minnesota Timberwolves_0_2004-05,7.0,5.6,14.3,10.7,2.5,0.0,39.3,0.0,8.7,5.6
