PLAYER_NAME,Transition,Isolation,PRBallHandler,PRRollman,Postup,Spotup,Handoff,Cut,OffScreen,OffRebound
CJ Watson,21.91,5.62,25.84,0,0,21.91,0,0,0,0
Steve Blake,8.48,3.03,41.52,0,0,23.64,6.36,0,3.64,0
Ryan Kelly,13.99,6.74,0,10.88,9.33,31.61,0,5.18,0,7.77
Thomas Robinson,9.18,6.7,0,26.3,4.96,5.96,0,11.91,0,24.57
Ed Davis,3.11,0,0,24.9,4.36,0,0,26.97,0,28.42
Tyler Ennis,14.98,6.88,40.08,0,0,19.84,4.86,0,0,0
Andrew Bogut,4.97,0,0,9.69,6.54,0,0,36.65,0,18.85
JaVale McGee,0,0,0,22.67,7.56,5.81,0,29.07,0,19.77
Andre Roberson,26.65,0,0,0,0,33.83,0,17.96,0,12.28
Nemanja Bjelica,9.45,10.1,0,12.38,4.56,32.57,0,7.82,0,8.79
Kendall Marshall,8.38,11.38,29.34,0,5.99,28.14,0,0,0,0
Miles Plumlee,5.65,0,0,20.27,12.29,0,0,30.9,0,17.28
Kyle Anderson,15.64,13.59,9.74,0,9.74,27.95,4.87,4.1,0,3.59
Rashad Vaughn,19.6,0,7.31,0,0,46.51,4.65,0,13.29,0
Cole Aldrich,4.27,0,0,43.29,6.4,0,0,21.04,0,14.02
John Jenkins,21.24,0,26.55,0,0,16.81,0,0,11.5,0
Jonas Jerebko,14.25,0,0,11.83,4.84,36.56,0,11.83,0,6.99
Shabazz Napier,14.72,7.17,40.38,0,0,25.66,4.91,0,0,0
Quincy Acy,13.33,0,0,14.07,0,26.67,0,18.15,0,12.96
Brandon Rush,25.4,0,3.86,0,0,42.44,0,6.75,7.72,3.22
Joe Ingles,10.77,4.42,15.47,0,0,44.75,14.64,0,3.04,0
Noah Vonleh,7.74,2.87,0,18.34,7.16,24.93,0,11.75,0,16.05
Josh McRoberts,0,12.76,0,18.37,0,34.18,0,7.14,0,0
Solomon Hill,21.15,6.54,5.0,5.0,0,28.85,0,10.38,5.0,6.92
James Anderson,26.5,0,16.67,0,0,32.91,7.69,0,4.27,0
Bismack Biyombo,3.43,0,0,19.27,3.64,0,0,34.05,0,22.7
Alonzo Gee,31.07,0,2.96,0,0,32.84,0,12.72,0,8.58
Darrun Hilliard,13.17,0,29.94,0,0,27.54,5.99,8.98,0,0
Drew Gooden,9.09,0,0,26.45,0,26.45,0,0,0,14.05
Willie Reed,0,0,0,25.29,8.62,0,0,31.03,0,22.41
Glenn Robinson,26.34,0,9.14,0,0,25.81,5.38,12.9,10.22,0
Kelly Oubre,21.51,0,9.43,0,0,31.32,6.79,11.32,4.91,6.42
Axel Toupane,17.07,0,0,0,0,58.54,0,14.63,0,0
Kyle Singler,18.45,0,0,0,0,40.22,5.54,12.55,0,8.86
Jeff Withey,5.99,0,0,17.97,0,7.83,0,37.33,0,17.05
Johnny O'Bryant,6.25,0,0,13.28,7.03,26.95,0,20.31,0,13.67
Justin Anderson,17.62,5.29,14.1,0,0,32.16,6.61,4.41,7.49,4.41
Kevin Garnett,9.29,0,0,20.0,18.57,25.71,0,9.29,0,0
Dewayne Dedmon,8.26,0,0,27.27,6.2,0,0,24.38,0,18.59
Robert Sacre,0,0,0,23.58,17.92,10.38,0,14.15,0,16.98
Tayshaun Prince,13.53,0,7.89,3.76,7.89,43.61,0,8.65,0,0
Omer Asik,0,0,0,21.29,0,0,0,34.84,0,23.55
Kirk Hinrich,20.53,0,27.81,0,0,25.17,8.61,0,0,0
Luc Mbah a Moute,18.42,0,0,7.52,0,29.7,0,24.81,0,8.27
Chris Johnson,15.02,0,7.11,0,0,47.43,11.46,5.14,0,0
Tarik Black,0,0,0,28.86,10.07,0,0,16.78,0,20.13
Reggie Bullock,16.07,0,0,0,0,46.43,9.82,0,0,0
Andre Miller,0,0,37.88,0,0,15.15,0,12.22,0,0
Kostas Papanikolaou,11.83,0,13.98,0,0,37.63,10.75,0,0,0
Sonny Weems,14.39,0,21.97,0,0,25.0,11.36,9.85,0,0
Pablo Prigioni,12.56,8.04,44.22,0,0,18.59,0,0,0,0
Cristiano Felicio,0,0,0,33.33,0,14.71,0,16.67,0,15.69
Salah Mejri,0,0,0,23.39,0,0,0,38.71,0,11.29
Lamar Patterson,11.4,0,11.4,0,0,42.98,0,9.65,0,0
Kendrick Perkins,0,0,0,24.22,17.97,0,0,18.75,0,0
Nick Collison,0,0,0,25.58,0,0,0,24.42,0,20.93
Sergey Karasev,13.08,0,20.56,0,0,30.84,0,10.28,0,0
