Peter Pekarík,Wolfsburg,2,2009-2010,30.0(0.26420198376916143),2.0(0.12578616352201258),0.5(0.11363636363636363),0.4(0.11764705882352942),0.1(0.045454545454545456)
Zvjezdan Misimovic,Wolfsburg,4,2009-2010,34.2(0.3020739404869252),5.7(0.3584905660377358),2.5(0.5681818181818181),1.8(0.5294117647058824),1.5(0.6818181818181818)
Makoto Hasebe,Wolfsburg,5,2009-2010,29.4(0.2587917042380523),2.0(0.12578616352201258),0.6(0.13636363636363635),0.7(0.20588235294117646),0.2(0.09090909090909091)
Ricardo Costa,Wolfsburg,2,2009-2010,25.6(0.224526600541028),6.0(0.3773584905660377),0.1(0.022727272727272728),0.2(0.05882352941176471),0.3(0.13636363636363635)
Alexander Madlung,Wolfsburg,1,2009-2010,26.9(0.23624887285843102),7.1(0.4465408805031446),0.0(0.0),0.1(0.029411764705882356),0.1(0.045454545454545456)
Diego Benaglio,Wolfsburg,1,2009-2010,7.8(0.06402164111812444),6.5(0.40880503144654085),0.0(0.0),0.0(0.0),0.0(0.0)
Andrea Barzagli,Wolfsburg,2,2009-2010,26.4(0.23174030658250677),4.5(0.2830188679245283),0.0(0.0),0.0(0.0),0.0(0.0)
Naldo,Wolfsburg,3,2013-2014,34.6(0.3056807935076646),6.5(0.40880503144654085),0.0(0.0),0.4(0.11764705882352942),0.1(0.045454545454545456)
Slobodan Medojevic,Wolfsburg,2,2013-2014,27.3(0.23985572587917045),2.0(0.12578616352201258),0.0(0.0),0.5(0.14705882352941177),0.1(0.045454545454545456)
Ivan Perisic,Wolfsburg,5,2013-2014,22.2(0.19386834986474302),2.9(0.18238993710691823),0.3(0.06818181818181818),0.9(0.2647058823529412),0.2(0.09090909090909091)
Kevin De Bruyne,Wolfsburg,4,2013-2014,28.0(0.2461677186654644),3.9(0.24528301886792453),1.8(0.40909090909090906),2.2(0.6470588235294118),1.0(0.45454545454545453)
Robin Knoche,Wolfsburg,3,2013-2014,41.2(0.3651938683498648),7.3(0.45911949685534587),0.0(0.0),0.3(0.08823529411764706),0.0(0.0)
Diego,Wolfsburg,4,2013-2014,36.0(0.31830477908025245),4.1(0.2578616352201258),1.5(0.3409090909090909),1.6(0.4705882352941177),0.8(0.36363636363636365)
Christian Träsch,Wolfsburg,5,2013-2014,33.9(0.29936880072137056),3.0(0.18867924528301885),0.8(0.18181818181818182),0.7(0.20588235294117646),0.5(0.22727272727272727)
Luiz Gustavo,Wolfsburg,3,2013-2014,37.6(0.3327321911632101),5.2(0.3270440251572327),0.1(0.022727272727272728),0.6(0.17647058823529413),0.1(0.045454545454545456)
Ivica Olic,Wolfsburg,5,2013-2014,13.3(0.11361587015329128),0.4(0.025157232704402517),0.1(0.022727272727272728),0.9(0.2647058823529412),0.0(0.0)
Ricardo Rodríguez,Wolfsburg,4,2013-2014,31.5(0.2777276825969342),5.4(0.339622641509434),2.1(0.47727272727272724),1.0(0.29411764705882354),1.3(0.5909090909090908)
Patrick Ochs,Wolfsburg,5,2013-2014,33.2(0.29305680793507666),2.5(0.15723270440251572),1.0(0.22727272727272727),1.0(0.29411764705882354),0.2(0.09090909090909091)
Diego Benaglio,Wolfsburg,1,2013-2014,11.9(0.10099188458070335),10.7(0.6729559748427673),0.0(0.0),0.0(0.0),0.0(0.0)
Maximilian Arnold,Wolfsburg,5,2013-2014,18.7(0.16230838593327324),1.2(0.07547169811320754),0.1(0.022727272727272728),1.3(0.3823529411764706),0.1(0.045454545454545456)
Jan Polák,Wolfsburg,3,2013-2014,30.8(0.27141568981064024),4.6(0.2893081761006289),0.0(0.0),0.8(0.23529411764705885),0.3(0.13636363636363635)
Daniel Caligiuri,Wolfsburg,5,2013-2014,22.2(0.19386834986474302),1.5(0.09433962264150943),0.1(0.022727272727272728),1.2(0.35294117647058826),0.0(0.0)
Koen Casteels,Wolfsburg,1,2016-2017,14.1(0.12082957619477007),8.2(0.5157232704402516),0.0(0.0),0.0(0.0),0.0(0.0)
Jeffrey Bruma,Wolfsburg,2,2016-2017,37.0(0.327321911632101),4.6(0.2893081761006289),0.0(0.0),0.2(0.05882352941176471),0.1(0.045454545454545456)
Yunus Malli,Wolfsburg,5,2016-2017,24.4(0.21370604147880976),0.3(0.018867924528301886),0.8(0.18181818181818182),0.8(0.23529411764705885),0.5(0.22727272727272727)
Riechedly Bazoer,Wolfsburg,2,2016-2017,28.4(0.2497745716862038),2.9(0.18238993710691823),0.2(0.045454545454545456),0.5(0.14705882352941177),0.1(0.045454545454545456)
Yannick Gerhardt,Wolfsburg,5,2016-2017,30.5(0.2687105500450857),2.5(0.15723270440251572),0.3(0.06818181818181818),0.7(0.20588235294117646),0.1(0.045454545454545456)
Robin Knoche,Wolfsburg,3,2016-2017,47.2(0.41929666366095586),5.7(0.3584905660377358),0.0(0.0),0.2(0.05882352941176471),0.0(0.0)
Vieirinha,Wolfsburg,0,2016-2017,25.7(0.2254283137962128),3.2(0.20125786163522014),0.7(0.15909090909090906),1.2(0.35294117647058826),0.3(0.13636363636363635)
Christian Träsch,Wolfsburg,0,2016-2017,35.3(0.3119927862939585),2.2(0.13836477987421383),1.0(0.22727272727272727),1.7(0.5),0.3(0.13636363636363635)
Jannes Horn,Wolfsburg,5,2016-2017,27.0(0.2371505861136159),1.9(0.11949685534591194),0.2(0.045454545454545456),0.9(0.2647058823529412),0.0(0.0)
Luiz Gustavo,Wolfsburg,2,2016-2017,36.2(0.3201082055906222),5.0(0.31446540880503143),0.0(0.0),0.1(0.029411764705882356),0.0(0.0)
Ricardo Rodríguez,Wolfsburg,3,2016-2017,39.5(0.34986474301172227),5.8(0.36477987421383645),1.2(0.2727272727272727),0.5(0.14705882352941177),0.7(0.3181818181818181)
Paul Seguin,Wolfsburg,5,2016-2017,37.0(0.327321911632101),1.8(0.11320754716981132),0.1(0.022727272727272728),0.8(0.23529411764705885),0.1(0.045454545454545456)
Jakub Blaszczykowski,Wolfsburg,5,2016-2017,28.5(0.25067628494138866),2.1(0.1320754716981132),0.4(0.09090909090909091),0.7(0.20588235294117646),0.3(0.13636363636363635)
Julian Draxler,Wolfsburg,4,2016-2017,27.2(0.23895401262398558),3.1(0.1949685534591195),1.3(0.2954545454545454),1.2(0.35294117647058826),1.1(0.5)
Diego Benaglio,Wolfsburg,1,2016-2017,5.6(0.044183949504057705),8.1(0.5094339622641509),0.0(0.0),0.0(0.0),0.0(0.0)
Maximilian Arnold,Wolfsburg,3,2016-2017,32.8(0.2894499549143372),4.0(0.25157232704402516),0.6(0.13636363636363635),0.9(0.2647058823529412),0.3(0.13636363636363635)
Daniel Caligiuri,Wolfsburg,5,2016-2017,25.0(0.21911632100991887),1.6(0.10062893081761007),0.4(0.09090909090909091),0.7(0.20588235294117646),0.0(0.0)
Josuha Guilavogui,Wolfsburg,2,2016-2017,37.5(0.3318304779080252),3.2(0.20125786163522014),0.1(0.022727272727272728),0.5(0.14705882352941177),0.2(0.09090909090909091)
Daniel Didavi,Wolfsburg,0,2016-2017,24.5(0.2146077547339946),1.4(0.0880503144654088),0.2(0.045454545454545456),1.4(0.4117647058823529),0.1(0.045454545454545456)
Mario Gomez,Wolfsburg,5,2016-2017,13.1(0.11181244364292156),0.3(0.018867924528301886),0.0(0.0),1.2(0.35294117647058826),0.0(0.0)
Naldo,Wolfsburg,3,2014-2015,39.1(0.3462578899909829),6.1(0.38364779874213834),0.0(0.0),0.3(0.08823529411764706),0.0(0.0)
Sebastian Jung,Wolfsburg,3,2014-2015,35.9(0.3174030658250676),3.9(0.24528301886792453),0.3(0.06818181818181818),0.9(0.2647058823529412),0.2(0.09090909090909091)
Vieirinha,Wolfsburg,3,2014-2015,34.4(0.30387736699729484),4.4(0.27672955974842767),0.9(0.20454545454545453),1.1(0.3235294117647059),0.4(0.18181818181818182)
Ivan Perisic,Wolfsburg,5,2014-2015,23.1(0.2019837691614067),2.4(0.1509433962264151),0.5(0.11363636363636363),1.1(0.3235294117647059),0.3(0.13636363636363635)
Kevin De Bruyne,Wolfsburg,4,2014-2015,28.9(0.25428313796212804),4.5(0.2830188679245283),1.6(0.36363636363636365),2.2(0.6470588235294118),1.1(0.5)
Bas Dost,Wolfsburg,5,2014-2015,14.2(0.12173128944995493),0.4(0.025157232704402517),0.1(0.022727272727272728),0.8(0.23529411764705885),0.1(0.045454545454545456)
Robin Knoche,Wolfsburg,3,2014-2015,48.4(0.43011722272317404),6.5(0.40880503144654085),0.0(0.0),0.1(0.029411764705882356),0.1(0.045454545454545456)
Christian Träsch,Wolfsburg,3,2014-2015,41.9(0.3715058611361587),3.8(0.23899371069182387),1.0(0.22727272727272727),0.9(0.2647058823529412),0.1(0.045454545454545456)
Luiz Gustavo,Wolfsburg,3,2014-2015,42.2(0.3742110009017133),4.9(0.30817610062893086),0.0(0.0),0.6(0.17647058823529413),0.0(0.0)
Timm Klose,Wolfsburg,3,2014-2015,50.0(0.44454463480613166),7.5(0.4716981132075472),0.0(0.0),0.1(0.029411764705882356),0.0(0.0)
Ivica Olic,Wolfsburg,5,2014-2015,14.3(0.12263300270513978),0.7(0.0440251572327044),0.1(0.022727272727272728),0.6(0.17647058823529413),0.1(0.045454545454545456)
Ricardo Rodríguez,Wolfsburg,4,2014-2015,41.4(0.3669972948602344),4.9(0.30817610062893086),1.8(0.40909090909090906),1.1(0.3235294117647059),1.0(0.45454545454545453)
Diego Benaglio,Wolfsburg,1,2014-2015,10.2(0.08566275924256088),7.7(0.48427672955974843),0.0(0.0),0.0(0.0),0.0(0.0)
Maximilian Arnold,Wolfsburg,5,2014-2015,31.3(0.2759242560865645),3.1(0.1949685534591195),0.2(0.045454545454545456),0.9(0.2647058823529412),0.4(0.18181818181818182)
Daniel Caligiuri,Wolfsburg,0,2014-2015,25.9(0.22723174030658252),1.7(0.10691823899371068),0.3(0.06818181818181818),1.3(0.3823529411764706),0.2(0.09090909090909091)
Josuha Guilavogui,Wolfsburg,2,2014-2015,37.7(0.33363390441839497),3.0(0.18867924528301885),0.0(0.0),0.4(0.11764705882352942),0.1(0.045454545454545456)
Naldo,Wolfsburg,2,2012-2013,31.7(0.2795311091073039),4.4(0.27672955974842767),0.0(0.0),0.1(0.029411764705882356),0.0(0.0)
Josué,Wolfsburg,2,2012-2013,40.5(0.35888187556357076),5.0(0.31446540880503143),0.0(0.0),0.2(0.05882352941176471),0.0(0.0)
Vieirinha,Wolfsburg,5,2012-2013,25.7(0.2254283137962128),1.3(0.08176100628930817),0.9(0.20454545454545453),1.0(0.29411764705882354),0.3(0.13636363636363635)
Fagner,Wolfsburg,5,2012-2013,32.7(0.28854824165915244),3.1(0.1949685534591195),1.4(0.3181818181818181),0.6(0.17647058823529413),0.3(0.13636363636363635)
Bas Dost,Wolfsburg,5,2012-2013,12.6(0.1073038773669973),0.3(0.018867924528301886),0.2(0.045454545454545456),0.6(0.17647058823529413),0.0(0.0)
Robin Knoche,Wolfsburg,2,2012-2013,26.7(0.23444544634806133),3.9(0.24528301886792453),0.0(0.0),0.3(0.08823529411764706),0.0(0.0)
Diego,Wolfsburg,4,2012-2013,38.3(0.33904418394950403),4.7(0.29559748427672955),1.5(0.3409090909090909),1.4(0.4117647058823529),0.8(0.36363636363636365)
Marcel Schäfer,Wolfsburg,4,2012-2013,25.6(0.224526600541028),2.0(0.12578616352201258),1.6(0.36363636363636365),0.6(0.17647058823529413),0.6(0.2727272727272727)
Christian Träsch,Wolfsburg,3,2012-2013,35.2(0.3110910730387737),3.7(0.23270440251572327),0.0(0.0),0.7(0.20588235294117646),0.1(0.045454545454545456)
Makoto Hasebe,Wolfsburg,2,2012-2013,27.5(0.24165915238954014),3.2(0.20125786163522014),0.4(0.09090909090909091),0.6(0.17647058823529413),0.2(0.09090909090909091)
Simon Kjaer,Wolfsburg,2,2012-2013,33.0(0.2912533814247069),6.0(0.3773584905660377),0.0(0.0),0.3(0.08823529411764706),0.1(0.045454545454545456)
Ivica Olic,Wolfsburg,5,2012-2013,15.1(0.12984670874661858),0.4(0.025157232704402517),0.6(0.13636363636363635),0.7(0.20588235294117646),0.2(0.09090909090909091)
Ricardo Rodríguez,Wolfsburg,4,2012-2013,28.8(0.25338142470694325),4.4(0.27672955974842767),1.6(0.36363636363636365),0.9(0.2647058823529412),0.6(0.2727272727272727)
Diego Benaglio,Wolfsburg,1,2012-2013,8.5(0.0703336339044184),10.2(0.6415094339622641),0.0(0.0),0.0(0.0),0.0(0.0)
Jan Polák,Wolfsburg,3,2012-2013,34.5(0.3047790802524797),5.1(0.32075471698113206),0.2(0.045454545454545456),0.4(0.11764705882352942),0.1(0.045454545454545456)
Petr Jirácek,Wolfsburg,5,2011-2012,22.0(0.19206492335437333),1.0(0.06289308176100629),0.0(0.0),0.9(0.2647058823529412),0.0(0.0)
Mario Mandzukic,Wolfsburg,0,2011-2012,18.9(0.16411181244364292),0.7(0.0440251572327044),0.2(0.045454545454545456),1.5(0.4411764705882353),0.2(0.09090909090909091)
Josué,Wolfsburg,2,2011-2012,24.9(0.218214607754734),3.1(0.1949685534591195),0.0(0.0),0.3(0.08823529411764706),0.1(0.045454545454545456)
Marcel Schäfer,Wolfsburg,4,2011-2012,21.1(0.18394950405770968),2.0(0.12578616352201258),1.9(0.43181818181818177),0.9(0.2647058823529412),0.7(0.3181818181818181)
Marco Russ,Wolfsburg,2,2011-2012,16.3(0.14066726780883682),3.1(0.1949685534591195),0.0(0.0),0.1(0.029411764705882356),0.0(0.0)
Felipe,Wolfsburg,2,2011-2012,19.6(0.17042380522993691),3.0(0.18867924528301885),0.0(0.0),0.1(0.029411764705882356),0.0(0.0)
Christian Träsch,Wolfsburg,5,2011-2012,26.3(0.23083859332732196),3.1(0.1949685534591195),0.6(0.13636363636363635),0.5(0.14705882352941177),0.3(0.13636363636363635)
Ashkan Dejagah,Wolfsburg,4,2011-2012,25.5(0.22362488728584312),1.3(0.08176100628930817),1.7(0.3863636363636363),0.9(0.2647058823529412),0.7(0.3181818181818181)
Makoto Hasebe,Wolfsburg,5,2011-2012,21.6(0.18845807033363393),3.4(0.21383647798742136),1.0(0.22727272727272727),0.5(0.14705882352941177),0.4(0.18181818181818182)
Patrick Helmes,Wolfsburg,0,2011-2012,14.5(0.12443642921550949),1.0(0.06289308176100629),0.4(0.09090909090909091),1.4(0.4117647058823529),0.2(0.09090909090909091)
Ricardo Rodríguez,Wolfsburg,2,2011-2012,22.1(0.1929666366095582),3.5(0.22012578616352202),0.9(0.20454545454545453),0.3(0.08823529411764706),0.5(0.22727272727272727)
Patrick Ochs,Wolfsburg,4,2011-2012,23.2(0.20288548241659154),1.1(0.06918238993710692),1.9(0.43181818181818177),0.9(0.2647058823529412),0.7(0.3181818181818181)
Alexander Madlung,Wolfsburg,2,2011-2012,16.9(0.1460775473399459),4.4(0.27672955974842767),0.0(0.0),0.2(0.05882352941176471),0.1(0.045454545454545456)
Diego Benaglio,Wolfsburg,1,2011-2012,5.3(0.04147880973850315),10.8(0.679245283018868),0.0(0.0),0.0(0.0),0.0(0.0)
Jan Polák,Wolfsburg,2,2011-2012,23.6(0.20649233543733098),3.7(0.23270440251572327),0.2(0.045454545454545456),0.3(0.08823529411764706),0.2(0.09090909090909091)
Hasan Salihamidzic,Wolfsburg,5,2011-2012,26.8(0.2353471596032462),2.3(0.14465408805031446),0.7(0.15909090909090906),0.7(0.20588235294117646),0.5(0.22727272727272727)
Mario Mandzukic,Wolfsburg,5,2010-2011,17.1(0.14788097385031562),0.5(0.031446540880503145),0.3(0.06818181818181818),1.3(0.3823529411764706),0.1(0.045454545454545456)
Sascha Riether,Wolfsburg,2,2010-2011,27.3(0.23985572587917045),4.5(0.2830188679245283),0.6(0.13636363636363635),0.5(0.14705882352941177),0.3(0.13636363636363635)
Cícero,Wolfsburg,5,2010-2011,29.8(0.26239855725879174),2.7(0.169811320754717),0.5(0.11363636363636363),0.8(0.23529411764705885),0.3(0.13636363636363635)
Grafite,Wolfsburg,5,2010-2011,11.2(0.09467989179440939),0.5(0.031446540880503145),0.4(0.09090909090909091),0.9(0.2647058823529412),0.1(0.045454545454545456)
Josué,Wolfsburg,2,2010-2011,28.6(0.2515779981965735),2.7(0.169811320754717),0.0(0.0),0.4(0.11764705882352942),0.1(0.045454545454545456)
Diego,Wolfsburg,4,2010-2011,27.6(0.242560865644725),2.9(0.18238993710691823),1.9(0.43181818181818177),1.8(0.5294117647058824),1.2(0.5454545454545454)
Edin Dzeko,Wolfsburg,5,2010-2011,12.4(0.10550045085662761),1.1(0.06918238993710692),0.4(0.09090909090909091),0.8(0.23529411764705885),0.0(0.0)
Thomas Kahlenberg,Wolfsburg,5,2010-2011,36.0(0.31830477908025245),2.4(0.1509433962264151),0.1(0.022727272727272728),1.0(0.29411764705882354),0.2(0.09090909090909091)
Marcel Schäfer,Wolfsburg,4,2010-2011,26.4(0.23174030658250677),2.4(0.1509433962264151),1.7(0.3863636363636363),0.7(0.20588235294117646),0.4(0.18181818181818182)
Peter Pekarík,Wolfsburg,5,2010-2011,29.9(0.2633002705139766),1.6(0.10062893081761007),1.0(0.22727272727272727),0.4(0.11764705882352942),0.2(0.09090909090909091)
Ashkan Dejagah,Wolfsburg,5,2010-2011,21.2(0.1848512173128945),0.9(0.05660377358490566),0.7(0.15909090909090906),0.7(0.20588235294117646),0.2(0.09090909090909091)
Makoto Hasebe,Wolfsburg,2,2010-2011,27.8(0.2443642921550947),2.1(0.1320754716981132),0.3(0.06818181818181818),0.2(0.05882352941176471),0.2(0.09090909090909091)
Simon Kjaer,Wolfsburg,2,2010-2011,25.3(0.22182146077547343),5.0(0.31446540880503143),0.0(0.0),0.0(0.0),0.2(0.09090909090909091)
Arne Friedrich,Wolfsburg,2,2010-2011,30.6(0.26961226330027055),4.6(0.2893081761006289),0.0(0.0),0.1(0.029411764705882356),0.0(0.0)
Diego Benaglio,Wolfsburg,1,2010-2011,6.7(0.05410279531109108),9.3(0.5849056603773585),0.0(0.0),0.0(0.0),0.0(0.0)
Andrea Barzagli,Wolfsburg,2,2010-2011,28.7(0.25247971145175835),3.0(0.18867924528301885),0.0(0.0),0.1(0.029411764705882356),0.1(0.045454545454545456)
Jan Polák,Wolfsburg,2,2010-2011,31.2(0.27502254283137967),2.5(0.15723270440251572),0.0(0.0),0.4(0.11764705882352942),0.1(0.045454545454545456)
Koen Casteels,Wolfsburg,1,2015-2016,14.0(0.11992786293958523),8.4(0.5283018867924528),0.0(0.0),0.0(0.0),0.0(0.0)
Naldo,Wolfsburg,3,2015-2016,50.5(0.44905320108205593),5.2(0.3270440251572327),0.0(0.0),0.3(0.08823529411764706),0.1(0.045454545454545456)
Vieirinha,Wolfsburg,4,2015-2016,37.5(0.3318304779080252),4.1(0.2578616352201258),1.4(0.3181818181818181),0.9(0.2647058823529412),0.8(0.36363636363636365)
Dante,Wolfsburg,3,2015-2016,59.0(0.5256988277727683),5.1(0.32075471698113206),0.0(0.0),0.2(0.05882352941176471),0.0(0.0)
Bas Dost,Wolfsburg,5,2015-2016,19.4(0.16862037871956717),0.7(0.0440251572327044),0.0(0.0),0.9(0.2647058823529412),0.0(0.0)
Robin Knoche,Wolfsburg,3,2015-2016,54.9(0.48872858431018934),3.4(0.21383647798742136),0.0(0.0),0.3(0.08823529411764706),0.0(0.0)
Max Kruse,Wolfsburg,0,2015-2016,30.5(0.2687105500450857),3.1(0.1949685534591195),0.4(0.09090909090909091),1.7(0.5),0.3(0.13636363636363635)
Marcel Schäfer,Wolfsburg,4,2015-2016,30.0(0.26420198376916143),1.2(0.07547169811320754),2.6(0.5909090909090908),1.1(0.3235294117647059),1.2(0.5454545454545454)
Christian Träsch,Wolfsburg,3,2015-2016,44.6(0.3958521190261497),4.6(0.2893081761006289),1.0(0.22727272727272727),0.6(0.17647058823529413),0.5(0.22727272727272727)
Luiz Gustavo,Wolfsburg,2,2015-2016,44.1(0.3913435527502254),3.8(0.23899371069182387),0.0(0.0),0.3(0.08823529411764706),0.0(0.0)
Ricardo Rodríguez,Wolfsburg,4,2015-2016,42.8(0.37962128043282234),5.1(0.32075471698113206),1.5(0.3409090909090909),0.8(0.23529411764705885),0.8(0.36363636363636365)
André Schürrle,Wolfsburg,5,2015-2016,25.4(0.22272317403065825),0.9(0.05660377358490566),0.3(0.06818181818181818),0.9(0.2647058823529412),0.1(0.045454545454545456)
Julian Draxler,Wolfsburg,4,2015-2016,30.7(0.2705139765554554),3.0(0.18867924528301885),0.8(0.18181818181818182),1.3(0.3823529411764706),0.8(0.36363636363636365)
Diego Benaglio,Wolfsburg,1,2015-2016,15.8(0.13615870153291257),6.5(0.40880503144654085),0.0(0.0),0.0(0.0),0.0(0.0)
Maximilian Arnold,Wolfsburg,0,2015-2016,41.4(0.3669972948602344),4.9(0.30817610062893086),0.2(0.045454545454545456),1.6(0.4705882352941177),0.4(0.18181818181818182)
Daniel Caligiuri,Wolfsburg,0,2015-2016,28.0(0.2461677186654644),1.5(0.09433962264150943),0.5(0.11363636363636363),1.5(0.4411764705882353),0.1(0.045454545454545456)
Josuha Guilavogui,Wolfsburg,3,2015-2016,45.6(0.4048692515779982),3.7(0.23270440251572327),0.0(0.0),0.7(0.20588235294117646),0.0(0.0)
Sejad Salihovic,Hoffenheim,4,2009-2010,37.1(0.32822362488728585),4.8(0.3018867924528302),0.9(0.20454545454545453),1.1(0.3235294117647059),0.6(0.2727272727272727)
Chinedu Obasi,Hoffenheim,5,2009-2010,22.6(0.19747520288548245),1.7(0.10691823899371068),0.7(0.15909090909090906),1.0(0.29411764705882354),0.2(0.09090909090909091)
Christian Eichner,Hoffenheim,5,2009-2010,30.6(0.26961226330027055),1.5(0.09433962264150943),0.9(0.20454545454545453),0.5(0.14705882352941177),0.1(0.045454545454545456)
Vedad Ibisevic,Hoffenheim,5,2009-2010,13.0(0.11091073038773672),0.6(0.03773584905660377),0.1(0.022727272727272728),0.9(0.2647058823529412),0.0(0.0)
Isaac Vorsah,Hoffenheim,2,2009-2010,28.5(0.25067628494138866),4.0(0.25157232704402516),0.0(0.0),0.0(0.0),0.0(0.0)
Andreas Beck,Hoffenheim,5,2009-2010,36.9(0.3264201983769161),2.3(0.14465408805031446),0.8(0.18181818181818182),1.0(0.29411764705882354),0.2(0.09090909090909091)
Maicosuel,Hoffenheim,4,2009-2010,24.1(0.21100090171325522),1.6(0.10062893081761007),1.2(0.2727272727272727),1.3(0.3823529411764706),0.8(0.36363636363636365)
Marvin Compper,Hoffenheim,2,2009-2010,30.5(0.2687105500450857),6.5(0.40880503144654085),0.1(0.022727272727272728),0.3(0.08823529411764706),0.1(0.045454545454545456)
Demba Ba,Hoffenheim,5,2009-2010,17.1(0.14788097385031562),0.6(0.03773584905660377),0.1(0.022727272727272728),0.7(0.20588235294117646),0.1(0.045454545454545456)
Carlos Eduardo,Hoffenheim,4,2009-2010,36.4(0.3219116321009919),5.1(0.32075471698113206),1.1(0.25),1.6(0.4705882352941177),0.6(0.2727272727272727)
Andreas Ibertsberger,Hoffenheim,2,2009-2010,32.7(0.28854824165915244),2.7(0.169811320754717),0.2(0.045454545454545456),0.4(0.11764705882352942),0.1(0.045454545454545456)
Luiz Gustavo,Hoffenheim,2,2009-2010,26.9(0.23624887285843102),3.3(0.20754716981132074),0.1(0.022727272727272728),0.3(0.08823529411764706),0.0(0.0)
Tobias Weis,Hoffenheim,2,2009-2010,25.7(0.2254283137962128),2.5(0.15723270440251572),0.3(0.06818181818181818),0.5(0.14705882352941177),0.1(0.045454545454545456)
Timo Hildebrand,Hoffenheim,1,2009-2010,8.1(0.06672678088367899),9.1(0.5723270440251572),0.0(0.0),0.0(0.0),0.1(0.045454545454545456)
Josip Simunic,Hoffenheim,2,2009-2010,33.0(0.2912533814247069),5.3(0.3333333333333333),0.1(0.022727272727272728),0.2(0.05882352941176471),0.1(0.045454545454545456)
Boris Vukcevic,Hoffenheim,5,2009-2010,28.2(0.2479711451758341),1.7(0.10691823899371068),0.2(0.045454545454545456),1.0(0.29411764705882354),0.1(0.045454545454545456)
Sejad Salihovic,Hoffenheim,4,2013-2014,34.5(0.3047790802524797),2.5(0.15723270440251572),2.5(0.5681818181818181),1.5(0.4411764705882353),1.2(0.5454545454545454)
Jannik Vestergaard,Hoffenheim,2,2013-2014,25.1(0.22001803426510375),4.7(0.29559748427672955),0.0(0.0),0.2(0.05882352941176471),0.0(0.0)
Tobias Strobl,Hoffenheim,2,2013-2014,24.4(0.21370604147880976),4.4(0.27672955974842767),0.0(0.0),0.3(0.08823529411764706),0.2(0.09090909090909091)
Koen Casteels,Hoffenheim,1,2013-2014,11.8(0.1000901713255185),11.1(0.6981132075471698),0.0(0.0),0.0(0.0),0.0(0.0)
Kai Herdling,Hoffenheim,5,2013-2014,21.9(0.19116321009918846),1.4(0.0880503144654088),1.0(0.22727272727272727),0.6(0.17647058823529413),0.6(0.2727272727272727)
Eugen Polanski,Hoffenheim,2,2013-2014,32.5(0.2867448151487827),2.8(0.1761006289308176),0.1(0.022727272727272728),0.6(0.17647058823529413),0.1(0.045454545454545456)
Roberto Firmino,Hoffenheim,0,2013-2014,31.9(0.2813345356176736),1.3(0.08176100628930817),0.2(0.045454545454545456),2.0(0.5882352941176471),0.1(0.045454545454545456)
Andreas Beck,Hoffenheim,5,2013-2014,26.3(0.23083859332732196),1.7(0.10691823899371068),0.5(0.11363636363636363),0.6(0.17647058823529413),0.3(0.13636363636363635)
Sven Schipplock,Hoffenheim,5,2013-2014,13.4(0.11451758340847612),0.5(0.031446540880503145),0.0(0.0),1.1(0.3235294117647059),0.0(0.0)
Tarik Elyounoussi,Hoffenheim,5,2013-2014,21.4(0.18665464382326422),0.7(0.0440251572327044),0.3(0.06818181818181818),1.1(0.3235294117647059),0.3(0.13636363636363635)
Kevin Volland,Hoffenheim,5,2013-2014,16.3(0.14066726780883682),0.9(0.05660377358490566),0.5(0.11363636363636363),1.0(0.29411764705882354),0.2(0.09090909090909091)
David Abraham,Hoffenheim,2,2013-2014,28.0(0.2461677186654644),5.7(0.3584905660377358),0.0(0.0),0.1(0.029411764705882356),0.0(0.0)
Jens Grahl,Hoffenheim,1,2013-2014,9.8(0.08205590622182148),6.6(0.4150943396226415),0.0(0.0),0.0(0.0),0.0(0.0)
Sebastian Rudy,Hoffenheim,5,2013-2014,29.5(0.25969341749323716),3.6(0.22641509433962265),0.5(0.11363636363636363),0.9(0.2647058823529412),0.5(0.22727272727272727)
Niklas Süle,Hoffenheim,3,2013-2014,40.2(0.35617673579801623),6.2(0.389937106918239),0.0(0.0),0.1(0.029411764705882356),0.0(0.0)
Fabian Johnson,Hoffenheim,5,2013-2014,24.7(0.21641118124436431),0.8(0.050314465408805034),0.3(0.06818181818181818),0.7(0.20588235294117646),0.2(0.09090909090909091)
Anthony Modeste,Hoffenheim,5,2013-2014,13.7(0.11722272317403067),0.5(0.031446540880503145),0.0(0.0),0.7(0.20588235294117646),0.0(0.0)
Nadiem Amiri,Hoffenheim,0,2016-2017,31.3(0.2759242560865645),1.5(0.09433962264150943),0.3(0.06818181818181818),1.3(0.3823529411764706),0.2(0.09090909090909091)
Ádám Szalai,Hoffenheim,0,2016-2017,20.1(0.17493237150586116),0.7(0.0440251572327044),0.1(0.022727272727272728),1.6(0.4705882352941177),0.2(0.09090909090909091)
Benjamin Hübner,Hoffenheim,3,2016-2017,51.8(0.46077547339945896),3.4(0.21383647798742136),0.0(0.0),0.3(0.08823529411764706),0.0(0.0)
Sandro Wagner,Hoffenheim,5,2016-2017,16.6(0.14337240757439138),0.8(0.050314465408805034),0.2(0.045454545454545456),0.6(0.17647058823529413),0.0(0.0)
Mark Uth,Hoffenheim,0,2016-2017,20.8(0.18124436429215512),1.3(0.08176100628930817),0.1(0.022727272727272728),1.3(0.3823529411764706),0.3(0.13636363636363635)
